"","date","and.mail","anglija.lt","animal.print.wallpaper","aptana.studio","benefity.w.uk","bikram.yoga.manchester","blogger.blogs","bodywise","border.agency","bristol.evening.post","broken.laptops","cake.courses","cancer.network","cheap.mots","children.centre.jobs","club.visa","cracked.com","credit.management","cupcake.company","cupcake.shops","custom.wordpress","design.blogs","dieline","dove.spa","easy.as.hgv","electrician.jobs","enzoani","fabric.inspirations","free.wordpress.themes","geek.glasses","geeky.glasses","get.my.website.on.google","good.run","government.vacancies","guard.jobs","hairandbeautyjobs","hopital","how.to.get.a.crb.check","impact.level","income.based","independent.review","jewellery.blog","jewellery.school","job.is","job.seekers","jobrapido","jobs.in.berkshire","jobs.in.crawley.west.sussex","jobs.in.halifax.west.yorkshire","jquery.bind","jquery.plugin","keepmoat.homes","labourer.jobs.in.london","light.in.a.box","ltv.mortgages","makeuseof","mckinsey.quarterly","mobile.selling","muscle.fuel","napp","naruto.wiki","nerd.glasses","netmums","nhs.information","nursing.diploma","official.guide","pedal.studio","perfection.bridal","phd.pharma","phone.selling","priority.club.visa","ptlls","purple.wedding.flowers","quality.inn.international","reader","redundancy.insurance","rubicon.people","security.jobs.in.glasgow","sell.a.mobile","sharethis","simply.childcare","skyhome","soaked.in.luxury","sound.converter","text.check","the.best.protein.shake","tiger.insurance","twitter.feeds","twitter.icons","twitter.widget","uk.border.agency","uk.border","unemployed.in.uk","unemployed","usn.muscle.fuel.anabolic","usn.muscle.fuel","virgin.finance","welsh.football.trust","winsford.lifestyle.centre","www.totaljobs.com","xenapp","xogogo","zebra.print.wallpaper","X10.cake","active.london","after.redundancy","alfa.romeo.mito","anyone.have","ask.a.lawyer","b4busty","bam.construct","been.made.redundant","being.made.redundant","bridgend.property","can.i.be.made.redundant","capital.plus","changing.the.world","cheap.baby","chichester.jobs","citysocialising","claim.jobseekers.allowance","claiming.job.seekers","claiming.redundancy","class.fitness","community.treatment.order","consultation.period","consultation.redundancy","corporate.bond.funds","corporate.bond.index","crazy.events","cut.jobs","darling.clothing","debt.support","direct.gov.uk","directgov.com","downturn","driving.jobs.in.kent","economic.downturn","ehow","enduro.news","esxi.server","facing.redundancy","fashion.internships","fonesafe","gb.oils","give.me.a.call","goal.centre","good.agency","government.payment","guarantee.pay","guardian.home.exchange","help.for.small.business","home.option","hospitals.bristol","hotel.smithfield","housing.benefits","how.much.income.support","how.much.is.unemployment","how.to.calculate.redundancy","i.have.been.made.redundant","i.love.my.bear","job.losses.uk","job.losses","jobcentre.plus","jobcentre","jobs.at.morrisons","jobseeker.allowance","kfc.coupons","king.careers","laid.off","lay.off","laying.off","layoff","layoffs","liberty.leasing","live.messenger.sign.in","lloyds.tsb.international","lloyds.tsb.phone","losses","lotc","ltv","made.redundant","making.redundancies","making.someone.redundant","maldron.hotel.smithfield","meal.offers","mercedes.wiki","mortgage.variable.rate","nationwide.standard.variable.rate","netflights","nhs.stoke","notice.for.redundancy","nowgamer","oil.etf","orange.insurance","orange.phone.insurance","parkway.motors","patient.reported.outcome.measures","patient.reported.outcome","pay.cut","perceptive.informatics","pr.internships","pricegong","printing.money","react.funding","reasons.for.redundancy","redundancies.uk","redundancies","redundancy.consultation","redundancy.matrix","redundancy.meeting","redundancy.money","redundancy.pay.tax","redundancy.pay","redundancy.payout","redundant","restaurant.discounts","restaurant.offers","risk.of.redundancy","security.guard.jobs","security.jobs","shp.jobs","siemens.healthcare","signing.on","soccerpitch","standard.redundancy","star.now","supermarket.jobs","svr.mortgage","tattoo.machine","tax.band.f","tax.free.redundancy","the.cake.lady","trade.credit.insurance","uk.corporate.bonds","uk.job.losses","unilever.leatherhead","university.hospitals.bristol","variable.mortgage.rates","vector.stock","virgin.credit.card.application","voicemail.orange","voluntary.redundancy","weight.gainer","what.do.i.do.","www.hsbc.co.uk"
"21","2005-09-01",18,0,0,0,0,0,22,42,"0",67,0,31,100,0,50,54,0,80,0,34,0,48,0,0,0,21,0,0,16,21,0,0,16,43,28,0,61,0,38,11,73,0,24,40,24,0,61,0,36,0,0,0,59,0,13,0,25,9,16,35,0,0,6,60,46,52,0,0,0,21,0,0,0,35,77,54,0,0,23,0,15,13,0,64,12,0,16,0,0,0,0,10,21,58,0,13,100,0,0,33,0,0,0,13,58,20,0,22,0,0,0,0,0,0,0,38,14,82,30,0,17,0,0,9,0,55,43,0,0,0,0,0,38,4,0,12,0,0,11,0,0,0,37,0,0,0,26,28,27,47,0,15,54,55,0,57,14,0,0,0,0,21,12,17,26,27,0,0,0,51,22,26,12,11,0,0,39,30,38,0,37,22,0,0,0,29,0,19,0,2,54,0,0,21,34,60,0,0,0,0,0,38,0,33,96,0,30,14,43,47,0,0,0,33,54,39,73,22,48,30,34,28,0,48,0,0,49,18,0,29,13,38,59,24,0,23,0,41,19,34,0,18,28,12,57,35
"22","2005-10-01",22,0,0,0,0,0,15,68,"1",59,29,14,81,0,92,39,0,61,0,0,0,22,0,0,0,30,0,0,0,13,0,43,19,51,26,63,66,0,44,0,72,0,51,37,21,0,58,0,0,0,0,0,0,23,12,0,35,11,39,43,0,0,5,56,43,58,0,0,0,10,14,0,21,54,81,14,0,40,42,0,21,0,0,48,9,0,15,0,0,0,0,7,66,44,0,25,67,0,0,45,0,0,0,8,63,36,0,23,0,0,0,40,18,22,0,52,39,66,39,0,24,33,44,20,0,0,33,17,43,33,12,0,0,3,0,11,59,10,12,0,0,0,51,20,0,51,47,17,59,42,0,14,37,63,0,57,25,0,0,0,0,0,12,18,25,25,35,0,29,23,30,0,0,35,0,0,18,12,31,0,14,21,59,0,0,13,24,9,28,3,63,0,0,0,15,18,0,0,0,0,42,35,0,15,0,51,35,16,33,42,0,26,23,33,49,36,34,12,0,21,36,0,39,32,0,0,20,16,9,43,0,53,0,0,0,0,0,0,0,0,0,25,30,27,39,0
"23","2005-11-01",20,0,0,0,0,0,10,28,"0",66,28,28,37,0,0,27,0,64,0,0,0,21,0,7,0,26,0,0,0,0,0,82,22,49,40,0,46,0,26,0,50,0,49,33,17,0,27,24,0,0,0,0,0,0,0,0,23,13,0,62,0,0,5,56,41,30,0,0,22,22,0,0,21,24,81,26,0,0,0,0,27,0,0,40,15,0,14,0,0,0,0,6,18,44,0,0,73,0,0,49,0,0,68,12,43,35,0,17,0,0,0,0,18,0,0,17,32,69,30,0,31,32,0,18,0,17,38,17,0,0,35,0,0,5,0,0,29,0,15,13,0,55,17,19,0,0,0,25,33,0,0,0,85,31,87,36,24,54,0,0,0,19,11,17,24,12,17,0,19,0,48,23,11,10,0,0,17,15,36,0,23,17,57,0,0,13,0,4,0,0,41,28,0,0,0,35,0,0,0,0,41,0,0,15,0,50,21,19,38,41,0,25,23,38,0,39,33,23,0,27,33,0,0,53,0,0,27,36,0,31,23,0,53,0,34,0,0,0,8,0,0,23,21,37,34,0
"24","2005-12-01",19,0,18,0,0,43,0,51,"0",65,0,8,52,0,0,12,0,60,0,0,8,0,75,0,0,22,0,0,8,0,0,67,4,87,33,0,75,37,19,0,70,0,36,30,13,0,51,0,35,0,0,0,0,0,0,0,12,14,10,79,0,29,4,46,41,48,0,28,0,17,0,0,23,19,80,29,0,43,22,0,15,0,0,58,18,0,31,0,0,0,0,7,20,28,0,0,53,0,0,21,0,0,0,9,26,29,0,27,0,0,0,0,0,0,0,0,34,54,16,0,0,18,47,4,0,73,30,0,0,36,0,0,73,3,0,6,0,0,17,0,0,0,18,0,0,27,0,18,54,0,0,15,27,95,32,31,27,0,0,0,0,61,10,13,19,13,28,0,21,0,11,37,12,11,0,5,75,17,33,0,13,19,0,27,0,14,26,5,0,4,23,62,0,0,22,19,0,0,0,13,0,0,0,16,0,0,15,21,30,0,0,55,25,26,0,43,0,13,0,15,23,27,0,31,0,0,39,10,0,57,13,56,58,24,0,0,0,0,0,0,0,30,23,0,37,0
"25","2006-01-01",20,12,15,0,0,0,21,48,"1",67,48,24,51,0,57,18,0,55,0,0,7,18,0,0,0,25,0,0,0,11,0,35,12,39,43,0,66,0,22,33,96,0,42,41,22,0,48,0,83,0,0,13,0,0,20,0,58,24,16,57,4,23,6,62,44,48,35,0,0,30,0,0,18,42,77,34,0,0,0,0,29,0,0,57,18,0,12,0,0,0,0,7,31,45,0,10,42,0,0,67,0,0,0,13,45,45,0,13,0,0,0,33,31,37,0,29,54,100,48,0,13,14,0,24,39,14,32,0,0,28,20,0,28,2,0,0,98,9,18,0,0,0,42,16,31,21,39,21,28,0,0,23,31,68,0,52,21,0,41,0,0,0,10,21,29,10,22,0,48,38,16,19,0,8,0,4,24,26,33,33,25,12,0,0,0,44,0,7,0,1,53,0,0,0,21,15,0,0,0,0,0,29,0,25,0,0,23,13,32,0,30,22,19,37,0,37,0,20,0,12,34,43,64,43,0,0,26,17,0,22,10,0,45,0,29,0,0,0,7,26,48,12,49,31,29,0
"26","2006-02-01",19,6,0,0,0,0,35,51,"1",84,26,29,71,48,81,15,0,76,17,0,7,20,0,6,0,25,14,0,6,0,0,37,20,38,60,0,78,0,23,0,79,0,35,32,22,0,51,0,0,0,0,14,48,0,11,0,21,21,9,47,7,0,9,53,38,35,0,0,0,23,13,0,19,28,75,28,0,0,18,0,49,0,0,49,19,32,0,0,0,0,0,8,17,48,0,0,41,46,0,40,0,0,0,11,34,40,0,16,0,0,0,36,16,59,0,0,57,88,32,0,0,0,39,22,0,30,54,0,0,0,21,0,0,4,0,19,39,9,28,0,0,0,22,35,0,0,0,45,15,37,0,12,22,73,53,34,33,49,0,0,15,17,10,18,31,11,15,0,0,20,53,20,10,17,0,0,21,10,29,0,23,23,0,0,0,24,0,8,0,2,50,0,0,0,14,16,0,0,0,0,0,61,0,26,0,45,12,17,54,0,0,23,41,32,0,34,30,18,39,43,44,22,68,34,55,62,27,20,0,28,10,31,48,0,0,0,0,0,8,27,51,14,19,19,42,57
"27","2006-03-01",19,5,0,0,0,0,46,37,"0",63,0,14,52,0,35,34,0,74,0,0,0,50,0,5,0,33,0,0,0,19,0,33,3,42,36,0,62,27,33,45,59,35,56,35,25,0,52,57,0,0,0,0,41,0,28,0,36,16,0,45,0,21,6,67,38,28,0,0,17,25,0,0,0,35,75,35,0,31,24,0,21,9,0,55,28,0,0,0,0,0,0,9,29,40,0,14,70,0,0,23,0,0,0,6,56,55,0,14,0,0,0,31,21,34,0,40,39,79,42,0,24,19,0,16,0,13,34,0,67,0,18,0,26,13,0,20,45,24,13,16,0,0,39,30,0,0,36,13,13,0,0,11,57,39,23,66,19,0,38,0,13,0,14,20,31,14,27,33,0,18,8,36,9,11,0,3,27,24,25,0,27,20,89,0,0,20,0,13,0,0,54,22,0,15,20,28,0,0,0,9,0,0,0,57,0,39,21,19,34,32,0,20,0,36,0,43,0,15,69,21,38,0,0,19,48,54,30,23,0,41,9,27,0,17,27,0,0,0,7,0,0,16,19,8,30,0
"28","2006-04-01",18,9,15,0,0,0,17,50,"1",75,0,19,59,0,20,48,0,76,0,0,0,19,0,6,0,44,0,0,0,11,72,37,16,37,31,0,58,0,30,35,58,40,24,34,17,0,37,0,29,0,0,0,47,39,10,0,20,25,8,37,5,48,6,36,34,41,0,0,0,28,0,0,37,37,72,12,82,35,18,0,12,0,0,54,11,0,13,0,0,0,0,8,16,47,0,11,43,0,0,48,0,0,0,7,46,15,0,22,0,0,0,0,16,0,0,30,33,84,34,0,14,14,0,16,0,59,38,0,0,29,31,0,30,12,0,5,51,0,15,17,0,0,29,34,16,0,0,37,22,0,0,0,43,44,51,42,38,0,43,0,0,16,12,22,31,32,23,0,0,60,17,0,10,26,0,0,30,34,47,0,28,8,0,22,0,0,0,0,24,3,67,25,0,34,22,0,0,0,0,0,0,0,0,26,0,0,24,19,38,36,0,45,20,51,0,45,29,14,0,24,40,0,100,17,0,60,31,26,8,18,10,30,94,0,0,0,0,32,22,27,50,26,48,9,26,0
"29","2006-05-01",17,11,0,0,0,30,11,43,"1",76,0,22,40,0,0,17,0,78,0,0,0,25,0,5,0,17,0,0,6,10,31,32,11,47,23,47,63,0,73,15,71,70,46,33,25,0,45,0,50,0,0,0,0,0,9,0,26,40,15,76,6,0,7,60,43,42,0,0,17,7,0,0,0,40,66,37,0,0,23,0,0,0,0,36,31,0,11,0,0,0,0,7,28,43,0,14,53,38,0,34,0,0,0,12,36,20,0,13,0,0,0,0,0,17,38,13,19,74,39,0,0,37,0,6,35,0,29,0,0,100,27,0,26,11,0,4,22,8,24,10,0,42,13,29,14,19,17,26,19,32,0,10,0,33,45,49,28,0,0,0,25,29,20,19,30,28,20,0,29,17,15,17,8,15,76,3,44,0,42,0,16,24,0,19,0,10,18,6,0,1,32,22,0,0,27,0,0,0,0,9,0,0,0,34,0,0,11,17,29,0,0,19,0,34,37,47,25,24,0,26,36,38,29,40,0,26,38,28,7,24,18,52,0,17,52,31,0,0,6,23,0,17,35,32,35,0
"30","2006-06-01",18,11,0,0,0,0,8,54,"1",65,23,29,76,0,45,40,0,57,0,0,19,18,0,0,0,29,0,0,0,0,33,0,15,31,41,100,63,0,35,8,92,0,18,33,26,0,70,20,26,0,0,13,0,0,0,0,14,21,16,47,6,0,9,39,34,30,34,0,0,13,0,0,0,28,65,43,75,32,17,0,11,0,0,47,12,0,0,0,0,0,0,8,15,38,0,0,46,0,0,44,0,0,0,19,58,14,0,20,0,0,0,96,29,36,0,70,21,86,41,0,25,13,0,18,38,27,36,0,0,27,19,0,83,14,11,8,35,0,7,5,0,0,14,55,15,0,19,27,13,34,0,11,20,15,48,50,35,0,0,0,27,15,5,21,32,25,0,0,15,19,16,19,18,12,41,10,38,6,25,0,18,33,0,20,0,16,19,3,0,1,39,58,0,0,25,15,39,0,0,29,34,28,0,18,0,0,11,17,36,33,0,0,19,36,0,47,55,13,35,39,31,0,0,35,0,0,32,22,7,21,0,84,44,0,0,17,40,0,0,0,0,30,34,30,41,0
"31","2006-07-01",17,11,0,0,0,0,8,60,"<1",66,0,17,83,0,62,34,0,70,0,0,6,17,0,5,0,49,0,0,6,10,0,67,17,64,32,49,41,0,27,8,66,36,35,24,28,0,49,19,0,0,0,0,0,0,14,0,9,12,8,54,6,21,9,36,25,31,33,0,0,23,0,0,17,39,65,35,0,31,0,0,11,0,0,54,15,0,0,0,0,0,0,7,0,37,0,0,39,0,0,27,0,0,0,16,26,21,0,20,0,0,0,0,57,35,0,0,20,89,57,0,49,19,0,14,0,40,26,14,0,26,28,0,27,12,10,0,35,0,16,21,0,0,13,38,0,20,36,0,26,0,0,0,39,49,46,37,29,0,0,64,26,30,13,20,32,38,14,0,15,54,0,0,9,8,0,24,18,18,28,0,26,25,46,0,0,16,19,3,0,1,44,23,0,23,40,28,38,0,0,9,33,27,0,12,0,79,0,11,26,33,0,20,0,25,77,36,26,19,35,32,41,0,0,51,0,0,24,22,0,50,9,54,42,0,0,0,39,0,7,24,0,29,10,17,34,0
"32","2006-08-01",18,16,0,0,0,30,26,50,"1",85,22,35,49,0,77,25,0,60,0,24,0,17,26,5,0,41,0,0,5,10,0,0,19,44,39,47,62,0,33,23,81,0,29,26,29,0,53,18,0,0,8,12,40,0,23,0,9,66,22,72,8,0,10,47,42,52,32,0,17,46,0,0,24,40,70,41,0,30,31,0,16,0,0,33,29,27,11,0,0,0,0,7,0,42,0,9,41,0,0,53,0,0,0,0,25,33,0,9,0,0,0,0,14,33,0,26,29,77,38,0,0,12,0,27,0,25,17,26,0,25,18,0,26,8,0,8,33,0,16,25,0,0,25,37,14,19,35,13,12,32,0,0,46,33,67,53,28,41,0,0,25,14,6,24,35,14,39,0,36,34,0,26,8,0,0,3,26,9,26,0,32,20,0,0,0,10,0,0,0,3,21,22,0,0,30,13,36,0,0,9,0,26,0,11,66,38,11,13,17,0,0,39,0,27,0,44,25,18,100,41,47,38,29,42,0,0,38,41,0,24,9,0,0,0,52,0,0,28,0,0,86,21,6,20,45,0
"33","2006-09-01",19,0,25,0,0,0,25,62,"1",88,0,21,47,39,33,12,7,75,0,22,0,24,0,5,0,45,0,0,5,9,0,46,8,34,56,68,56,25,13,14,61,0,52,35,30,0,49,18,48,25,7,11,0,16,17,0,33,40,14,53,15,20,12,42,43,33,31,0,16,37,0,0,30,33,69,23,0,0,15,0,35,0,0,34,28,27,16,0,0,0,0,8,0,46,0,9,45,0,0,43,0,0,0,14,56,52,0,11,36,0,0,58,0,32,37,50,32,73,35,0,34,12,32,3,34,12,12,0,0,24,26,0,25,9,19,8,21,0,11,19,0,0,37,28,0,0,34,25,12,30,0,10,36,41,21,53,0,0,0,0,84,28,13,23,35,26,19,0,56,17,14,34,8,14,0,9,25,14,27,0,23,17,0,0,0,10,35,9,0,2,35,21,0,14,33,26,35,0,0,9,30,38,0,11,0,0,10,16,12,30,0,75,100,46,0,45,49,14,32,15,36,0,0,37,0,50,40,27,0,42,8,50,39,16,0,30,36,0,0,0,41,28,18,27,34,23
"34","2006-10-01",20,5,11,0,0,26,16,37,"1",60,18,16,59,0,29,28,6,64,12,0,5,14,0,9,0,23,0,0,5,8,0,0,29,35,37,40,50,22,11,19,43,0,18,34,25,0,65,0,0,0,13,10,0,0,12,0,15,24,19,51,10,0,15,36,39,37,27,0,0,41,0,0,14,21,73,38,60,0,13,0,9,8,0,35,19,0,19,0,0,0,0,8,42,46,0,8,53,33,0,26,0,0,0,8,59,35,0,13,32,0,0,0,12,100,0,22,25,64,29,0,10,21,85,9,0,22,36,11,0,21,31,0,0,9,9,10,76,0,10,4,0,0,44,63,0,0,15,5,11,0,23,18,16,32,38,39,32,0,31,0,32,12,13,23,32,12,11,0,12,15,13,15,14,6,0,42,30,22,22,0,25,17,38,0,0,34,23,6,18,2,27,28,0,38,29,41,0,0,0,8,0,22,0,14,0,33,22,17,36,54,0,33,0,29,32,44,0,13,0,22,39,16,0,31,0,0,30,21,6,17,8,45,0,0,0,13,0,0,11,0,37,25,33,24,41,0
"35","2006-11-01",19,4,0,0,0,25,25,71,"<1",71,18,27,66,100,28,17,0,63,12,0,5,20,0,4,0,26,0,0,0,8,0,26,11,48,32,39,58,0,22,6,81,29,45,36,23,0,37,15,0,0,13,0,34,21,22,0,29,21,24,46,8,17,11,46,37,36,0,0,14,20,0,0,13,22,69,17,0,0,13,0,30,0,0,30,20,0,9,0,0,0,0,4,23,52,0,15,23,0,0,46,0,0,0,12,45,28,0,30,0,0,0,37,11,14,31,54,20,54,35,0,10,15,0,4,0,42,21,0,0,0,22,0,21,9,8,10,27,6,10,8,0,0,21,30,0,0,43,16,26,26,0,9,15,35,0,52,12,69,0,51,15,24,10,21,28,34,32,27,24,0,12,14,7,15,0,16,25,36,21,0,15,24,0,0,0,12,22,5,0,1,30,18,0,0,47,22,0,0,52,22,26,65,0,9,54,0,17,16,21,0,22,0,14,28,0,38,21,30,82,30,35,0,0,45,0,0,38,24,6,43,0,54,34,14,0,25,0,0,0,0,36,27,21,7,24,20
"36","2006-12-01",20,20,0,0,0,28,17,54,"0",60,40,15,37,0,16,15,0,41,14,0,11,31,0,5,0,29,0,0,10,9,0,30,10,22,18,43,44,0,24,7,48,32,43,25,17,0,23,0,0,0,7,11,0,16,8,0,16,15,14,48,25,19,11,21,25,30,0,0,16,7,0,0,0,17,76,41,0,28,14,0,20,0,0,65,8,0,10,0,0,0,0,5,26,30,0,17,35,0,0,17,0,0,0,6,38,25,0,27,0,0,0,0,26,31,35,36,27,41,32,0,22,11,0,7,0,12,19,12,30,23,0,0,24,10,0,11,41,0,15,24,0,40,12,42,13,18,32,6,23,0,0,10,52,40,41,33,35,39,0,0,23,27,8,15,22,0,12,0,20,48,21,0,0,7,0,15,37,30,32,0,16,16,0,0,0,19,34,3,0,0,25,0,0,0,36,19,0,0,0,25,0,0,0,10,0,0,15,9,19,59,0,18,0,20,0,34,36,11,62,10,37,36,27,32,0,0,53,19,0,22,0,37,38,16,0,0,0,0,0,0,0,21,15,15,36,22
"37","2007-01-01",19,10,0,0,13,0,33,42,"1",67,31,31,56,29,37,36,0,54,11,17,9,12,0,6,0,48,0,0,4,14,0,0,16,49,28,34,52,19,24,22,53,50,24,34,26,2,49,27,18,0,6,0,0,12,10,0,16,16,5,61,10,30,15,48,23,43,0,14,0,21,0,0,29,41,78,27,0,22,17,0,46,0,0,54,15,0,8,0,0,0,0,6,15,47,0,0,86,0,0,25,0,0,38,4,66,10,0,16,0,0,0,0,20,12,28,19,32,77,49,18,9,0,24,21,0,18,21,9,0,18,20,0,19,13,7,3,40,0,17,15,0,0,9,32,0,14,13,23,9,23,19,15,47,38,32,49,31,0,0,45,18,0,8,23,36,17,14,0,21,25,16,13,6,11,0,19,32,21,28,0,32,14,0,14,0,15,20,7,0,1,57,24,0,11,42,20,0,0,0,6,0,0,0,41,0,0,15,11,21,0,39,14,13,33,27,28,0,22,0,23,51,0,21,36,34,0,43,39,5,29,6,38,89,24,38,0,0,20,14,17,0,21,35,29,42,0
"38","2007-02-01",21,17,0,0,27,0,12,68,"<1",64,34,19,67,0,27,32,0,67,11,0,5,19,0,4,0,37,0,0,6,15,25,0,17,32,40,37,61,20,21,17,59,27,36,31,25,1,47,15,0,0,0,9,96,0,11,47,14,37,11,65,29,16,14,30,48,12,25,0,13,9,0,0,38,27,79,27,0,24,24,0,16,0,0,36,15,22,13,0,0,0,0,10,0,51,0,0,66,0,0,41,0,0,20,14,51,21,0,24,0,0,0,23,27,53,60,31,11,68,35,5,28,19,0,16,28,10,36,0,51,20,28,0,41,11,0,13,26,0,14,8,0,0,40,35,21,0,28,30,19,25,0,32,58,44,35,55,22,33,29,0,15,11,10,24,35,14,31,0,28,14,29,27,7,12,0,10,48,18,31,0,26,27,0,15,0,20,14,8,0,1,49,0,0,12,24,11,0,0,0,14,0,0,0,22,0,0,8,12,36,50,21,46,0,29,29,39,0,24,0,24,41,15,0,41,37,0,68,42,0,22,7,0,63,20,0,12,0,22,5,18,33,31,25,32,43,19
"39","2007-03-01",21,13,0,0,0,21,16,30,"2",68,31,19,56,0,30,23,0,64,10,33,21,12,0,11,0,30,0,0,8,0,0,45,10,31,38,33,60,18,28,16,61,24,24,34,24,5,53,0,35,18,5,0,0,18,13,0,9,25,10,87,26,29,16,47,28,40,23,0,12,14,0,0,0,30,74,12,0,0,33,0,22,6,0,49,18,39,8,0,0,0,0,6,30,49,8,0,59,0,0,26,0,0,18,15,61,28,0,28,0,0,0,32,14,12,0,64,30,75,25,0,8,22,0,5,0,63,32,0,0,0,31,0,18,12,7,11,31,0,12,7,0,0,18,41,10,13,0,54,35,0,0,0,13,50,47,47,13,0,0,0,31,10,9,25,35,13,27,0,20,24,10,24,18,10,26,20,40,20,26,0,19,32,0,13,0,18,63,9,0,2,18,15,0,15,43,19,26,0,0,0,22,27,0,20,46,27,18,11,32,33,19,27,0,32,0,41,18,21,23,29,45,13,20,38,33,0,53,46,14,11,0,18,43,12,0,11,26,0,0,0,0,32,24,31,50,17
"40","2007-04-01",21,4,10,0,0,46,23,44,"5",71,17,23,53,31,59,19,11,51,11,18,18,19,0,14,0,36,9,0,13,7,24,73,23,40,48,0,48,0,15,17,59,0,16,33,24,1,33,14,19,0,6,0,31,0,10,0,17,20,14,70,39,0,18,25,45,27,0,0,39,24,0,8,12,25,73,26,0,23,24,0,8,7,0,39,24,21,0,0,0,0,1,11,0,43,0,18,43,0,0,34,0,0,0,9,69,31,0,10,0,0,0,23,21,51,0,40,11,65,40,7,18,14,0,19,0,29,16,0,25,57,14,0,20,19,0,3,17,6,15,27,0,0,34,22,0,0,13,29,24,0,0,12,28,22,34,42,14,32,28,0,24,0,9,22,35,24,20,0,17,0,45,0,6,14,0,17,37,13,29,0,33,13,33,0,0,23,28,5,0,2,52,25,0,11,47,26,0,0,0,20,24,20,0,13,0,0,16,15,16,0,0,15,13,29,28,39,19,16,25,28,46,22,0,28,35,0,37,38,5,30,20,30,62,25,60,0,28,0,10,18,33,32,12,25,29,37
"41","2007-05-01",21,14,0,0,0,0,14,50,"6",64,14,27,56,26,32,26,0,53,9,0,0,16,17,0,0,38,0,0,11,6,0,20,11,39,49,0,52,0,33,5,51,22,27,33,22,2,55,12,32,0,5,0,0,21,9,0,14,28,14,66,37,26,21,39,30,37,20,12,22,18,7,5,15,32,73,13,45,0,0,42,13,6,30,47,23,0,14,0,0,9,1,9,13,39,0,6,63,24,0,24,0,0,0,17,87,21,0,12,24,0,0,0,31,21,0,25,67,75,39,6,19,20,0,13,0,32,26,8,0,24,23,17,33,19,6,13,28,5,11,16,0,27,28,28,9,12,22,16,24,20,0,7,35,42,57,51,15,0,23,0,32,9,4,22,33,23,8,0,28,33,38,22,27,7,0,27,31,15,27,0,28,17,28,0,0,22,23,10,0,2,60,27,0,0,49,22,0,0,40,6,40,33,0,18,0,0,33,11,26,0,17,37,44,27,24,36,24,15,21,26,44,12,27,23,30,33,50,45,4,13,17,41,26,11,17,10,0,0,4,89,54,41,14,15,35,0
"42","2007-06-01",24,12,0,0,11,0,20,42,"6",51,28,25,39,0,45,19,5,63,19,31,12,22,0,12,0,33,0,0,7,6,20,0,7,27,54,62,74,17,13,25,54,0,36,37,29,1,53,12,49,0,8,0,27,11,15,39,20,20,14,65,23,14,21,33,23,20,0,13,22,19,0,3,10,16,74,22,93,0,10,22,10,6,0,41,18,18,7,14,0,4,1,7,14,37,0,12,57,25,0,27,0,0,17,14,72,26,0,21,49,0,0,0,18,0,0,9,28,79,37,10,23,32,0,14,23,50,27,9,42,16,18,0,50,20,7,3,29,0,14,23,0,28,17,29,18,0,11,59,8,31,0,17,79,12,29,31,31,0,48,40,33,0,11,23,37,39,30,0,29,0,15,11,11,7,0,15,52,27,25,0,30,14,29,0,0,7,66,8,0,1,38,14,0,10,35,13,48,0,0,12,0,34,0,11,0,25,28,12,27,21,0,13,23,33,24,35,25,14,0,41,55,13,28,31,61,0,39,64,4,37,6,17,54,0,0,0,0,18,0,15,0,33,15,21,21,0
"43","2007-07-01",25,14,13,0,22,0,31,32,"10",65,0,24,55,0,44,24,19,58,14,0,8,42,0,7,0,36,8,28,9,0,0,20,20,39,67,0,53,17,8,0,68,44,57,30,32,3,44,0,32,0,5,0,26,11,14,0,22,24,5,84,34,13,15,46,37,38,20,0,11,16,0,8,31,43,77,15,0,19,10,0,13,6,0,38,20,36,14,0,0,0,2,7,9,42,0,9,60,0,0,14,0,0,0,21,82,17,0,21,0,0,0,19,9,43,24,34,37,85,26,8,11,16,43,17,23,33,24,0,21,16,29,0,17,19,6,3,36,0,25,23,0,0,16,28,13,0,23,21,40,20,0,14,24,37,43,44,30,0,0,0,40,9,4,26,38,18,34,0,23,11,14,11,5,7,0,13,34,22,20,0,32,18,0,12,0,13,29,10,0,1,41,28,0,19,35,52,0,0,0,23,20,25,0,18,0,0,17,10,24,20,0,13,11,34,0,41,41,4,22,53,47,24,28,56,30,0,43,63,0,28,11,34,53,11,17,10,36,18,0,15,0,44,18,31,60,0
"44","2007-08-01",25,21,9,21,12,0,20,53,"10",71,29,27,73,27,52,44,12,73,20,24,16,33,18,7,0,38,0,0,6,7,21,53,7,35,63,32,53,0,9,25,80,23,51,30,33,3,43,0,50,17,21,0,41,0,18,0,15,32,7,48,26,14,20,24,52,38,0,13,12,29,0,3,11,38,74,25,48,0,31,0,18,12,0,45,29,37,22,0,0,5,2,12,47,41,0,0,65,26,0,45,0,0,0,8,71,36,0,32,0,0,0,60,18,22,25,9,16,94,46,13,0,17,0,19,0,34,19,17,0,25,24,0,0,22,13,3,22,0,19,17,0,0,34,20,14,38,12,43,8,21,18,14,37,25,45,53,22,0,0,62,29,0,6,26,37,25,26,22,10,12,5,12,0,5,0,22,27,24,27,0,28,27,0,0,0,7,18,6,0,1,63,0,0,10,41,14,25,0,0,18,0,35,0,23,44,26,7,11,19,0,0,13,23,27,25,39,51,18,0,38,45,26,19,40,0,0,48,50,5,27,12,18,41,11,52,0,0,0,8,0,29,51,17,22,32,0
