"date","X20.代","X2ch.市況","X9619","a.worker","boj","chu.bura","credit.default","cs3.アンインストール","ds.ダービー.スタリオン","ds.ダビスタ","ds.ディスガイア","ds.ひぐらし","exchange.rate","fx.スプレッド.比較","fx.スプレッド","fx.プライム","fx.業者","iphone.japan","nikkei.online","psp.ソフト.ダウンロード","sbi.イー.トレード.証券","t.バック.大学","vista.セーフモード","vista.復元","yen.dollar.exchange","yen.dollar","アーマード.コア.sl","アクラ.ヴァシム","あつ.ひめ","あつ.姫","アベレイジ","アリアンツ","ありがとう.英語","アルルーナ.成長.日誌","アロハグ","アン.サイクロ","イートレード.証券.ログイン","いつか.この.手.が.穢.れる.時に","いつから","イラストレーター.cs3","インターバンク","インフレ.率","インフレ.金利","インフレ","ウェブ.チャンネル","ウォー.シップ.ガンナー.2.ポータブル","ウォール.ストリート.日記","え.ち.ぶろ","エヴァ.ま.ご","エクシズ.フォルス","エクシズ","エネルーピー","お.さぼり","お.ねえ.まんず","お.ま.家","お.酒","オイル.サーチャージ","おでこ","お互い","お金.かかる","お金","が.いい","が.痛い","かな.英語","カルカリアス","ギーク","キス.され.る","キス.の.流星","クリスタル.ベアラー.攻略","ケン.プラッツ","こ.そっと","コアダンス","ごはん.を.食べ.よう","コピー.10","コラテック","コンビニ","サイクロ.ペディア","サイバー.fx","サイバー.ドラゴン.ツヴァイ","サムライ.スピリッツ.六.番.勝負","サロン.系","じ.ょ.る.じ.ゅ","シソーダス","しゃ.ん.ぱら","しゃ.ん","ジョ.ブランド","シンフォニア.ラタトスク","スパイ.スイーパー","スプレッド.比較","セクター.別","センター.分け","ダービー.スタリオン.ds","ダウンロード.コミック","ダビング.10","ダビング.テン","ダビング","チャーチ.スト","チャート.fx","つか.ない","て.くる","で.り","ディスガイア.ds","テイルズ.オブ.シンフォニア.ラタトスク.の.騎士","テイルズ.オブ.シンフォニア.ラタトスク","デジ.造","デフレ.と.は","デフレ.対策","デフレ","と.ある.化学.の","と.ある.化学","どう.したら","どっち.が.いい","どっち.が","ドラゴンボール.レイジング.ブラスト.攻略","トラトラ.ゴールド","トラトラ","ニコニコ.cd","ニュージーランド.ドル.チャート","ヌーブラ.ヤッホー","ね.英語","ねこ.な.で","ネコナデ","の.あ.吉","は.ぴ.ふる","ハート.エイド","ハピフル","パン.パカ.パーティー","ハンス.ウルリッヒ.ルーデル","ハンス.ウルリッヒ","バンド.ブラザーズ.dx","ひぐらし.ds","ひぐらしのなく.頃.に.絆.第.一.巻.祟","ヒゲ.男爵","フード.マイレージ","ブイパス","ぶつけ.た","ブライアン.の.休日","プリマ.ステラ","プロサッカー.クラブ.を.つくろう.6.攻略","ボク.と.ホロ.の.一.年","ほっと.ダイレクト","ホット.ファズ","マネー.ポート","ムダ.ベストテン","メイク.落とし","メニュー","めんどくさい","も.る.す.ぁ","モグモグ.フ.ヨード","もり.すぎ","ユア.ファイル","ユニバーサル.バニー","よ.ぐね","ラスト.メンヘラー","ラタトクス","ラタトスク","ランチ.時間","り.から.始まる","リアルタイム.レート","リエトコート","ルーター.中継","レーサー.映画","レッド.リング","レプティレス.ナージャ","ローン.金利.動向","ロンドン.市場","一騎当千.great.guardians","三井.麻由","上.地.裕輔","上昇.率","上田.ハーロー","下.の.歯","世界.の.うめ.ざわ","世界.の.新着.動画","世界.の.新着","中国.银行","乙.aa","会.いたい.英語","似.てる","住宅.ローン.金利.動向","住宅.価格.指数","住宅.価格","住民.税.還付","何.ヶ月","何.する","何.口","何.回.も","何.回","何.歳.から","価格.高騰","倒産.危険.度.ランキング","値段","入っ.て.ない","入っ.てる","入塾","公務員.制度.改革.基本法","六.番.勝負","円.高.ドル.安","円.高.ドル","出.てる","北海道.サミット","北海道.洞爺.湖.サミット","北海道.洞爺.湖","単品.飲み.放題","原材料.高騰","原画.マン","友達.と","友達.の.親","友達.英語","口.周り","合う","喋る","国家.公務員.制度.改革.基本法","売っ.てる","変え.たい","変え","外し.方","外し","外汇.交易","外汇.牌价","外汇","外貨.普通.預金","外貨.預金.と.は","外貨.預金.円.高","外貨.預金.手数料","外貨.預金.銀行","外貨.預金","外貨","大.合奏.バンド.ブラザーズ.dx","大.吾郎.商店","大王.四.神.記","大王.四.神","天馬.の.道","太.王.四.神.記","太.王.四.神","太.王.四","太.王","奥歯","女子.に.人気","嬉しい.英語","安い","安く.て.美味しい","寝.てる","小川.忠洋","少女.魔法.学.リトル.ウィッチ.ロマネスク.editio.perfecta","山本.高弘","岡.兎.屋","市況","彼氏.の.家","忍.人","怒.られる","情報.ブック.オフ","愛.間.みるく","愛.間","投機.マネー","投機","方.が","日銀.政策.金利","日銀","早い","智代.編","本.石町.日記","東方.ピアノ","柔らかい","柔らかく","楽天.カード.支払い","歯.が.痛い","気持ち.悪く.なる","治す","治ら.ない","治る","泣く.夢","洞爺.湖.サミット","為替.ドット.コム","為替.ドット","為替.ニュース","為替.両替","為替.円","為替","無.担保.コール","燃料.価格","燃料.費","牌价","物価.上昇.率","物価.上昇","物価.高騰","物価高","狼.と.香辛料.ボク.と.ホロ.の.一.年","環境.モデル.都市","病院.面会.時間","病院.面会","痛く","目.が.小さい","目.が.細い","目尻","碧血.剣","神.夜","科学.技術.予算","絶対.チルドレン","美味しい.カフェ","美味しい.居酒屋","美男.時計","肩.が","腰.が.痛い","腰.が","花.より.男子.f","花.より.男子.ファイナル","落ち着く","言.われ.た","言.われる","赤.ニキビ","路地.裏.の.同人.書庫","返品.特約","迷う","連絡.なし","遅れる","酒.飲む.と","野村.ほっと.ダイレクト","野村.證券.ほっと","银行.汇率","間違え","関.塾.偏差.値","関.塾.独立.開業","面.長","面会.時間","頭.文字.d.エクストリーム.ステージ","頭.文字.d.エクストリーム","食べ.たら","食べ.れる","飲む","高騰","髪の毛","髭.男爵","魔界.戦記.ディスガイア.魔界.の.王子.と.赤い.月","鼻.の.下"
"2006-02-01",9,100,0,0,44,0,25,0,"0","0","0","0",46,0,14,14,8,0,0,5,0,0,0,"0",14,18,0,0,"0",0,0,31,1,0,0,0,0,0,3,0,41,24,33,20,27,"0",39,0,0,"0","0",0,"0","0",0,19,0,11,13,5,16,18,11,12,0,5,20,0,"0",0,11,0,0,15,0,19,28,"6",0,0,21,0,0,"0",32,0,"0",0,13,31,0,"0",14,"0",0,27,0,9,10,10,17,"0","0","0",0,8,18,10,0,0,14,15,9,0,0,6,0,43,0,3,0,"0",0,"0",45,0,0,0,5,"0","0",0,36,14,0,0,0,"0",0,0,9,0,0,0,7,12,2,45,"0",0,0,"0",0,0,"0","0",0,0,3,0,13,13,22,0,63,29,"0",0,0,71,9,9,0,0,0,25,49,0,7,16,0,48,11,5,12,4,4,9,2,17,0,15,7,14,8,0,18,9,7,3,0,"0",3,0,0,"0",2,13,15,13,11,7,0,8,20,25,20,25,0,23,18,0,41,0,0,16,20,25,"0",0,"7","0",0,"3",2,3,8,18,9,0,16,0,4,0,0,0,0,72,0,25,7,17,0,18,9,24,13,0,33,18,20,48,13,13,4,7,9,0,8,1,5,0,"0",17,20,26,35,41,40,10,21,20,11,47,12,27,32,0,0,6,10,10,13,0,4,0,31,23,11,16,7,"0",22,8,10,0,0,9,7,6,0,"0",0,22,0,24,6,13,26,8,12,"0",0,3,5,0,0,4,8,15,8,9,0,0,20
"2006-03-01",9,69,0,0,54,0,22,0,"1","1","3","3",56,21,10,2,14,0,43,0,0,0,0,"5",19,15,0,0,"0",0,0,58,2,0,0,0,0,0,3,0,19,18,40,31,25,"0",0,0,0,"0","0",0,"0","0",0,18,0,11,25,12,19,37,11,0,0,4,27,0,"0",0,0,0,0,5,0,23,44,"0",0,0,0,0,0,"0",56,50,"0",0,12,14,6,"1",18,"0",0,23,0,6,9,10,19,"3","0","0",0,11,0,21,0,0,14,7,10,0,0,5,0,60,0,4,0,"0",0,"0",0,0,0,0,5,"0","3",0,0,8,0,13,0,"0",0,0,0,0,24,0,21,13,6,0,"0",0,0,"0",0,0,"0","0",3,0,2,0,12,0,20,0,58,9,"0",8,0,37,50,0,0,0,0,34,0,0,9,75,0,29,20,10,11,3,6,11,1,12,0,16,17,15,5,0,0,13,6,100,3,"0",7,0,0,"0",8,0,4,9,11,9,0,6,14,28,16,20,0,21,20,0,12,19,32,17,16,25,"0",55,"3","3",0,"2",3,2,7,24,8,0,15,8,9,0,0,0,0,41,0,28,7,32,0,13,0,18,15,31,59,16,0,29,12,12,11,0,10,6,9,2,6,12,"0",45,18,33,9,24,36,33,19,27,20,61,32,0,0,0,6,13,6,11,12,0,8,0,26,21,12,15,13,"0",16,3,10,0,0,8,6,6,13,"0",0,21,12,33,12,0,0,8,11,"0",0,5,2,0,0,4,3,17,13,12,0,0,9
"2006-04-01",14,33,0,0,46,0,23,0,"0","0","0","0",32,22,13,5,18,0,29,5,0,0,0,"6",32,32,0,0,"0",0,8,49,3,0,0,0,0,0,3,0,13,26,41,25,0,"0",0,0,0,"0","0",0,"0","0",0,17,0,16,18,5,17,17,13,22,0,3,0,0,"0",14,0,0,0,14,14,19,39,"0",0,0,0,0,0,"0",36,0,"0",0,12,22,6,"0",13,"0",0,24,0,6,10,10,19,"0","0","0",0,8,0,16,0,0,15,6,7,0,0,16,0,41,0,3,16,"0",0,"0",0,0,0,0,0,"0","0",0,0,13,0,10,0,"0",15,0,8,0,24,0,4,13,9,0,"0",68,5,"0",0,0,"0","0",3,0,5,0,0,12,40,0,59,9,"0",8,0,37,34,0,0,0,0,36,23,0,9,46,0,40,14,0,13,8,10,10,5,22,0,14,4,7,6,0,0,9,13,5,8,"0",15,0,13,"8",12,13,14,6,9,14,0,5,21,27,16,25,21,11,26,24,0,0,0,15,9,27,"0",0,"3","0",0,"1",1,2,5,9,13,0,15,4,4,0,0,0,0,39,8,47,3,16,0,26,8,23,14,24,37,15,0,0,12,10,9,0,4,6,8,5,5,12,"0",0,15,17,18,33,37,10,13,18,21,18,65,0,30,0,0,10,6,9,0,0,4,0,50,21,7,5,7,"0",14,6,14,0,0,6,6,6,0,"0",35,21,0,16,12,12,0,15,14,"0",0,7,7,0,0,6,2,16,12,7,0,0,22
"2006-05-01",10,64,0,0,46,0,0,0,"1","0","0","3",49,20,9,6,7,0,40,4,0,0,11,"0",65,36,0,0,"0",0,0,54,3,0,0,0,0,0,3,0,12,41,28,26,35,"0",100,0,0,"0","0",0,"0","0",0,18,24,7,13,9,18,15,11,0,0,1,0,0,"0",0,0,0,0,4,0,22,35,"0",0,0,0,0,0,"0",40,47,"0",0,0,27,11,"1",10,"<1",0,25,0,13,4,10,14,"0","0","0",0,12,0,8,0,0,12,4,5,0,0,10,0,19,0,3,0,"0",58,"0",0,0,0,0,0,"0","3",0,0,23,0,9,0,"0",0,0,8,0,0,0,13,13,5,0,"0",21,0,"0",0,15,"0","<1",3,0,9,0,0,11,62,0,27,21,"0",7,0,55,46,0,0,0,0,42,0,0,8,28,19,39,6,9,14,0,8,11,4,29,19,17,12,17,4,0,0,28,29,4,0,"0",8,0,12,"0",8,12,10,17,10,10,0,6,11,24,19,23,0,24,35,22,24,18,45,16,20,31,"0",25,"3","0",0,"2",2,1,4,14,0,0,15,8,2,0,0,0,0,39,15,34,6,15,0,27,0,31,14,29,24,23,0,0,0,14,14,12,9,6,7,4,6,11,"0",36,24,22,25,45,46,40,6,8,33,41,50,0,0,0,6,14,14,10,0,0,5,0,41,30,5,11,6,"0",17,3,9,0,0,15,3,5,0,"0",32,16,0,14,11,11,0,21,10,"0",0,10,9,0,0,5,3,17,24,10,0,0,8
"2006-06-01",15,68,27,0,67,0,21,0,"2","0","0","0",47,20,12,17,13,0,53,0,0,0,0,"0",41,40,0,0,"0",0,8,45,5,0,0,0,0,0,3,0,46,10,47,30,23,"0",0,0,0,"0","0",0,"6","0",46,20,24,11,18,9,21,15,11,10,0,2,0,0,"0",39,0,0,21,4,0,22,41,"0",0,0,0,0,0,"0",45,47,"0",0,11,27,6,"2",21,"0",0,20,0,5,11,10,17,"0","0","0",0,0,0,7,0,0,12,8,9,0,0,5,0,18,0,0,0,"0",0,"0",0,0,0,4,4,"0","0",0,0,35,0,19,0,"0",0,0,27,0,0,0,16,13,5,0,"0",0,0,"0",0,0,"0","0",4,0,2,13,0,11,37,0,36,8,"0",0,0,68,39,0,0,0,0,29,42,0,8,42,0,34,6,6,15,9,13,12,5,26,19,16,11,9,6,0,0,8,12,2,2,"0",19,0,0,"0",9,12,7,6,11,7,0,7,8,26,17,21,20,24,25,0,23,0,15,14,12,26,"0",25,"4","5",0,"1",1,2,9,17,0,7,17,8,3,0,0,0,0,49,7,38,3,30,0,12,7,38,15,14,54,17,0,27,23,25,11,6,14,0,9,4,5,0,"0",35,34,19,16,25,33,40,6,25,24,16,20,23,0,0,6,21,11,8,11,17,11,0,41,39,9,16,9,"0",11,13,10,0,0,5,5,8,0,"0",0,21,0,17,16,23,43,21,12,"0",0,9,18,0,0,4,5,17,21,9,0,0,8
"2006-07-01",11,48,0,56,51,0,20,0,"2","0","0","0",45,19,15,10,12,0,38,4,0,0,0,"5",33,30,0,0,"0",0,7,8,2,0,0,0,0,0,3,0,27,25,18,21,22,"6",0,0,0,"0","0",0,"0","0",0,16,0,7,15,3,19,19,11,9,0,3,0,0,"0",0,0,0,0,8,0,22,44,"0",0,0,34,0,0,"0",37,88,"0",0,31,13,5,"2",31,"0",0,22,0,15,7,8,22,"0","0","0",0,5,15,16,0,0,16,3,7,0,0,0,0,17,0,0,0,"0",0,"0",0,0,0,4,6,"0","0",0,0,18,10,12,0,"0",0,0,22,0,41,0,0,11,8,0,"0",19,4,"0",0,0,"0","<1",3,0,8,12,10,0,23,0,51,23,"0",21,0,39,14,0,0,0,0,36,0,0,6,91,0,16,0,6,14,6,11,12,4,16,0,15,9,10,12,0,0,11,0,6,0,"0",12,0,0,"0",10,0,3,8,13,8,0,5,24,24,18,23,18,27,25,21,0,0,0,19,11,29,"0",0,"3","4",0,"1",2,2,9,9,7,0,16,11,2,0,0,0,0,42,14,32,6,14,0,37,0,26,16,20,41,15,0,52,0,19,11,0,9,0,8,5,5,0,"0",20,19,21,15,26,31,100,17,24,40,15,28,22,0,0,0,10,8,9,10,0,10,0,46,28,9,6,6,"0",13,1,10,0,0,12,9,11,18,"0",0,24,11,31,10,11,20,13,15,"2",17,3,6,0,0,2,5,16,19,11,3,0,3
"2006-08-01",10,47,0,0,43,0,0,0,"0","1","0","5",45,0,9,10,25,0,50,8,0,0,0,"0",33,28,0,0,"4",0,18,25,3,0,0,0,0,0,3,0,11,38,87,38,43,"0",0,0,0,"0","1",0,"0","0",0,15,0,9,19,0,18,15,11,9,0,4,0,0,"0",0,0,0,20,0,0,19,27,"0",0,0,17,0,0,"0",48,0,"0",45,10,0,0,"0",18,"0",0,23,0,17,8,8,21,"0","0","0",0,8,14,11,8,0,12,3,8,0,0,9,0,17,0,1,0,"0",0,"0",72,0,0,8,8,"0","5",0,0,11,0,17,0,"0",0,0,14,0,20,0,15,12,4,0,"0",19,0,"0",0,0,"0","0",2,0,4,0,0,11,29,0,25,8,"0",21,0,38,72,15,0,0,0,42,19,0,9,39,0,39,6,1,7,6,12,12,6,13,18,15,10,6,27,0,0,11,16,4,0,"0",12,0,22,"4",8,22,0,13,13,20,0,7,12,22,18,25,18,18,14,21,0,0,14,17,17,29,"0",0,"5","2",0,"4",1,1,9,16,0,6,16,11,2,0,0,0,0,46,7,24,3,55,0,29,0,13,15,20,27,16,0,51,0,11,13,13,13,0,8,7,4,0,"0",39,34,23,13,27,33,41,55,31,18,38,64,22,26,0,0,15,13,7,10,0,7,0,23,18,2,6,0,"0",18,6,8,0,0,5,4,7,0,"0",0,19,10,19,0,16,30,20,15,"21",14,5,17,0,0,2,5,17,29,13,0,0,18
"2006-09-01",11,27,0,0,54,0,0,0,"1","0","0","3",38,18,11,8,12,0,24,4,0,10,10,"9",22,25,20,0,"0",0,14,0,2,0,0,0,0,0,3,0,16,19,34,42,32,"0",0,0,0,"0","0",0,"0","0",0,16,0,10,15,5,19,20,13,9,0,3,0,0,"0",12,8,0,20,0,0,19,38,"0",0,44,0,0,31,"0",34,0,"0",0,20,0,16,"1",24,"0",0,22,0,25,9,9,24,"0","0","0",0,6,0,15,0,0,11,8,5,0,0,9,0,0,0,1,0,"0",0,"0",0,0,0,4,6,"0","3",0,0,7,0,3,0,"1",0,0,11,0,0,0,12,12,8,0,"0",19,0,"0",0,0,"0","<1",4,0,4,0,0,0,23,0,49,23,"0",7,0,38,36,0,0,0,0,34,0,0,6,26,0,20,6,4,11,8,3,12,3,16,17,15,10,7,19,0,43,7,11,4,0,"0",8,0,11,"0",5,0,3,20,13,9,0,5,14,25,16,24,18,22,14,0,21,0,0,22,17,23,"0",23,"5","6",0,"6",4,5,10,14,7,0,16,0,4,72,0,0,0,42,7,35,3,0,0,18,0,22,15,13,36,15,0,50,11,12,11,5,8,8,8,3,8,30,"0",23,19,14,20,26,32,24,33,16,22,44,45,0,0,0,0,19,17,7,10,0,10,0,23,36,11,21,6,"0",14,4,6,0,0,5,4,6,6,"0",0,26,5,18,10,16,20,13,13,"16",10,7,8,0,0,8,8,16,23,11,1,0,5
"2006-10-01",12,33,0,0,58,0,18,0,"0","0","2","12",36,17,0,9,11,0,23,8,0,9,9,"4",31,35,19,0,"0",20,10,39,1,0,0,0,0,0,2,0,35,41,48,32,40,"0",0,0,0,"0","0",0,"0","0",0,18,0,12,22,6,18,16,11,35,0,4,0,0,"0",11,0,0,18,0,0,19,30,"4",0,10,32,0,29,"0",37,41,"0",0,9,11,5,"0",16,"0",0,27,0,7,8,11,24,"2","0","0",0,6,13,14,0,0,10,9,11,0,0,0,0,32,0,4,6,"0",0,"0",0,0,0,4,4,"0","12",0,0,17,0,14,0,"0",0,0,7,0,19,0,8,12,8,33,"0",0,4,"0",0,0,"0","1",0,0,2,11,0,10,32,0,47,28,"0",19,0,100,33,7,0,0,0,39,36,0,7,0,16,40,8,7,15,6,11,10,4,12,0,16,3,3,19,0,27,7,5,4,2,"0",7,0,0,"0",10,0,8,5,14,15,0,7,13,27,21,28,0,8,14,19,20,0,26,7,19,26,"0",22,"2","6",0,"3",3,2,11,12,14,0,16,3,5,0,0,0,0,38,0,22,11,13,0,30,0,18,16,12,34,18,0,47,0,15,9,0,14,5,9,6,5,28,"0",15,9,16,14,24,32,15,31,36,16,42,68,0,24,0,0,12,12,6,19,0,6,0,41,42,8,14,3,"0",17,3,12,0,0,15,3,7,5,"0",0,8,0,23,14,0,0,24,14,"6",13,4,14,0,0,2,6,13,12,13,1,0,14
"2006-11-01",10,37,0,0,44,0,18,0,"0","1","0","5",36,43,8,9,17,0,23,0,0,9,0,"7",47,35,0,0,"0",21,10,23,3,0,0,0,0,0,2,0,25,18,33,24,60,"0",0,0,15,"0","0",38,"0","0",0,19,0,7,13,9,18,17,11,9,0,3,0,0,"0",23,0,0,19,7,0,21,36,"0",0,0,0,0,0,"0",34,41,"0",43,10,12,5,"0",27,"<1",0,27,0,9,10,11,10,"0","0","0",0,6,0,9,0,0,12,7,9,0,0,4,0,16,0,1,0,"0",0,"0",0,0,0,8,15,"1","5",0,0,14,0,5,0,"0",0,0,0,0,19,0,22,12,4,34,"0",0,0,"0",0,0,"0","0",3,0,6,0,0,10,38,0,39,0,"0",6,16,36,40,0,0,0,0,25,18,0,5,48,0,41,5,9,10,3,8,11,4,13,58,16,3,11,20,0,14,7,15,4,0,"0",3,0,0,"0",9,0,6,12,14,11,0,8,7,24,22,26,0,17,37,20,31,16,0,11,16,24,"0",0,"0","0",0,"2",2,1,8,11,7,6,16,0,5,34,0,0,0,41,6,26,5,39,0,34,0,18,17,25,31,17,0,36,10,12,8,0,8,0,8,2,5,0,"0",34,29,25,12,19,33,15,21,44,46,42,17,0,0,0,10,17,14,9,0,0,3,0,49,17,8,12,22,"0",16,1,11,0,0,9,4,2,0,"0",0,21,5,14,5,0,0,31,14,"4",16,4,20,0,0,6,10,18,8,13,2,0,12
"2006-12-01",13,53,0,53,41,0,37,42,"2","1","3","0",42,26,27,4,23,0,0,8,0,0,10,"14",47,29,19,0,"0",0,30,24,3,0,0,0,0,0,3,0,41,6,33,21,20,"0",30,0,0,"0","0",0,"6","4",0,19,0,12,31,10,17,17,13,0,0,3,0,0,"0",12,0,0,0,19,0,22,52,"8",0,22,49,0,0,"0",27,0,"0",0,19,0,5,"2",25,"0",0,28,0,10,6,12,24,"3","0","0",0,8,0,9,0,5,13,10,11,0,0,9,0,0,0,2,0,"0",0,"0",0,0,0,0,0,"0","0",0,0,10,0,6,0,"0",0,0,7,0,0,0,6,12,6,0,"0",18,12,"0",0,0,"0","0",2,0,2,0,0,0,27,0,48,11,"0",7,0,61,48,7,0,0,0,46,56,0,4,25,0,20,8,7,11,3,10,8,8,5,17,15,8,4,14,0,0,7,10,2,0,"0",6,0,0,"0",9,0,3,12,14,11,0,10,6,25,15,28,35,13,24,59,21,0,0,13,16,28,"0",34,"2","4",0,"1",1,3,7,14,7,0,15,7,5,0,0,0,0,47,6,34,11,13,0,10,0,9,15,0,38,20,0,25,0,9,8,8,5,5,9,4,5,0,"0",25,42,22,17,31,34,20,21,15,0,22,35,0,0,0,5,9,14,10,24,15,5,0,44,0,6,10,3,"0",19,11,8,0,0,11,4,10,0,"0",0,21,10,20,24,10,0,13,15,"16",13,5,8,0,0,10,7,17,6,11,13,0,13
"2007-01-01",9,52,0,0,61,0,51,0,"1","<1","0","7",40,24,12,12,29,12,32,11,0,0,9,"12",38,31,0,0,"0",0,12,7,2,0,0,0,0,0,2,0,28,14,15,27,19,"0",27,0,0,"0","0",0,"5","7",74,16,19,13,21,4,19,19,11,8,0,3,0,0,"5",0,0,0,0,7,15,20,71,"4",0,0,0,0,27,"0",35,0,"0",0,0,22,0,"1",33,"0",0,27,11,28,7,10,17,"0","0","0",18,6,13,11,0,4,13,8,9,0,0,16,4,30,0,3,0,"0",0,"0",31,0,0,9,7,"0","7",0,25,19,0,8,0,"0",0,0,25,0,0,0,16,12,5,0,"0",0,9,"0",0,0,"0","<1",1,0,3,21,0,0,20,0,36,33,"0",6,0,61,37,0,0,0,0,47,34,0,6,45,0,59,10,5,10,7,14,10,5,23,15,15,8,7,22,0,38,10,14,3,2,"0",3,0,9,"6",10,0,5,16,14,14,0,7,10,24,19,26,0,16,29,18,19,15,0,15,20,26,"0",0,"7","4",0,"6",4,5,8,11,6,5,16,6,3,0,0,0,0,41,0,17,0,12,0,13,0,19,13,12,38,18,0,100,9,10,10,5,12,14,6,6,5,0,"<1",23,52,20,9,29,40,25,34,27,15,20,24,0,22,0,0,13,9,10,0,0,18,0,26,32,6,17,7,"0",7,7,9,0,2,6,5,5,0,"0",0,14,0,17,0,18,53,17,15,"4",21,6,14,0,0,10,5,15,13,11,6,0,16
"2007-02-01",10,50,0,100,71,0,18,0,"0","0","2","9",38,33,21,7,14,6,22,7,0,9,37,"13",30,23,0,0,"0",0,19,30,3,0,0,0,0,0,2,9,19,26,47,16,19,"0",28,0,14,"0","0",18,"5","5",39,16,0,9,25,7,19,15,12,17,0,2,0,0,"0",22,8,0,0,11,16,19,99,"4",0,10,16,0,28,"0",36,0,"0",41,9,17,5,"0",30,"0",0,26,11,23,10,9,13,"2","0","0",9,6,0,9,7,0,9,11,8,0,0,8,14,16,0,1,13,"0",0,"0",0,0,0,4,4,"0","9",0,26,6,0,11,0,"0",0,0,16,0,0,0,5,13,4,0,"0",0,11,"0",0,0,"0","0",7,16,4,11,9,10,26,0,45,21,"0",0,0,46,65,7,0,0,0,24,0,0,5,24,0,58,18,6,14,5,16,12,1,12,0,15,6,18,29,0,0,14,0,4,2,"3",4,0,10,"0",7,0,3,14,11,13,0,5,16,24,16,23,0,4,20,19,49,31,0,20,20,28,"0",21,"4","0",0,"6",3,4,10,17,20,0,17,23,6,0,0,0,0,58,6,43,3,19,0,20,0,29,18,91,56,20,0,58,19,20,14,5,9,5,8,8,6,0,"<1",42,31,34,16,38,38,97,20,29,12,48,25,0,0,0,0,7,16,8,0,0,6,0,32,33,5,17,10,"0",11,7,8,0,2,4,3,11,5,"0",0,23,10,16,14,10,18,6,16,"9",19,3,10,0,0,5,4,15,13,10,6,0,19
"2007-03-01",11,20,21,46,55,0,0,0,"1","1","2","2",62,30,24,13,15,4,31,14,0,25,50,"35",32,41,0,0,"0",0,21,77,2,0,0,0,10,0,2,0,67,16,0,20,18,"0",26,0,13,"0","0",17,"10","5",0,16,38,13,27,11,19,15,13,8,0,3,0,0,"0",10,7,0,0,7,20,20,64,"15",0,19,28,0,0,"0",38,36,"0",38,21,15,9,"1",35,"0",0,26,21,13,8,11,16,"2","0","0",0,3,0,5,0,0,11,13,9,0,0,15,17,21,0,2,6,"0",0,"0",30,0,0,3,8,"1","2",0,0,21,0,7,0,"0",11,0,21,2,34,0,5,13,4,0,"0",0,7,"0",0,0,"0","<1",4,0,7,10,8,9,19,0,55,44,"0",6,0,32,60,0,19,0,0,43,16,0,7,22,15,48,12,3,16,7,7,11,2,11,15,15,10,6,21,0,12,12,18,2,6,"3",10,11,9,"0",11,9,3,2,13,6,0,6,20,25,16,25,15,38,33,26,0,14,0,19,21,32,"0",19,"4","2",0,"8",5,4,11,11,9,0,16,3,4,31,0,0,0,48,0,46,5,23,0,21,0,32,14,22,31,20,0,21,18,22,8,4,10,5,7,4,6,0,"<1",36,21,26,11,40,43,51,14,26,37,25,46,0,0,0,0,11,12,9,17,0,17,0,40,0,5,9,5,"0",17,5,10,5,3,16,6,18,10,"0",0,14,4,22,13,22,0,11,10,"12",3,7,12,0,0,4,8,14,10,11,4,0,4
"2007-04-01",11,34,0,47,60,0,25,0,"0","0","2","11",44,15,17,13,23,6,32,14,0,17,22,"32",66,39,0,0,"0",0,6,35,2,0,0,0,0,0,2,16,50,11,15,19,27,"0",0,0,0,"0","0",0,"10","5",0,18,0,12,14,9,17,18,13,8,0,9,13,0,"0",10,0,0,17,3,20,19,79,"0",0,0,14,38,27,"0",41,37,"0",0,9,16,4,"0",32,"0",0,27,0,17,10,10,16,"2","0","0",9,4,0,4,0,0,18,7,13,0,0,8,21,22,0,2,0,"0",0,"0",0,0,0,4,3,"0","11",0,0,18,8,5,0,"0",0,0,6,0,17,0,8,13,7,0,"0",16,9,"0",0,0,"0","0",8,0,3,30,0,9,29,0,14,29,"0",18,0,27,49,0,0,0,0,41,16,0,6,22,0,39,15,9,11,0,12,13,5,18,30,15,8,12,25,0,0,6,5,4,9,"6",11,0,0,"0",8,0,3,7,13,7,0,7,15,24,22,28,15,15,20,0,9,0,12,16,14,26,"0",0,"6","2",0,"4",4,4,7,10,6,0,18,3,3,62,0,0,0,35,6,37,5,24,0,19,0,19,15,35,35,18,0,33,18,11,11,5,10,5,8,3,4,0,"3",25,40,20,17,25,35,42,23,20,30,38,39,0,0,0,0,10,2,10,9,13,7,0,28,23,8,11,7,"0",15,4,11,0,0,10,4,3,10,"0",0,19,13,24,13,9,17,6,18,"12",6,2,12,0,0,9,11,15,9,14,7,0,9
