"","date","X4.star.hotel","X4.star.hotels","X4..hotels","accommodation.in","airport.hotel.parking","airway","akti.beach.club","all.hotels","allen.overy","apartment.rent","arco","artnet","atlantic.electricity","atlantic.energy","atlantic.power","average.fuel.price","average.wages","barcelo.brighton","barcelo.cardiff.angel.hotel","barcelo.cardiff","barcelo.edinburgh","barcelo.hotel.oxford","barcelo.oxford","bed.and.breakfasts","bentley.college","best.bridal.prices","bingley","bmw.cars","bmws","book.price","bridal.gown","bristol.and.west","british.gas.price","british.gas.prices","brussels.airline","building.society.uk","business.gas","buxton.palace.hotel","buxton.palace","c02","calculating.percentage","campanile","car.arena","car.hire.in","car.safety","car.test","cardiff.angel.hotel","cars..com","catersell","cavity.closure","cell.cancer","charter.flight","chateaux","cheap.bed.and.breakfasts","cheap.break","cheap.breaks","cheap.car","cheap.city.break","cheap.city.breaks","cheap.city","cheap.deal","cheap.deals","cheap.flights.from.glasgow","cheap.flights.from","cheap.flights.glasgow","cheap.flights.london","cheap.flights.to.belfast","cheap.flights.to.france","cheap.flights.to.ireland","cheap.flights.to.toronto","cheap.flights.to","cheap.flights","cheap.gas","cheap.hotels","cheap.packages","cheap.paris","cheap.short.breaks","cheap.travel","cheap.trips","cheap.weekend.break","cheap.weekend.deals","cheap.weekends","cheap","cheaper.gas","cheapest.flights.to","cheapest.flights","cheapest.gas.prices","cheapest.gas","cheats.com","chi.squared","child.ed","choice.travel","claris","co2","coach.travel","compare.gas.prices","compare.gas","compulsory.retirement","conjugador","construction.project","consumer.price.index","consumer.price","cost.of.food","cottage.scotland","cottages.for.hire","cottages.to.let","country.club","country.property.auctions","cpi.rpi","cpi","creative.writing.course","cruise.holiday","current.inflation.rate","current.inflation.rates","current.inflation","current.interest.rate","current.interest","current.issues","current.rate.of.inflation","daily.record.newspaper","days.inn.nottingham","dealers","delta.air","dial.a.flight","dienstverlening","dietary","differences.in","differentials","distant.learning","diving.in","diving.school","domestic.fuel","domestic.heating","driving.agencies","driving.vacancies","drug.prices","e.trade","eco.schools","economy.of","edinburgh.carlton","education.city..com","education.plus","electric.gas","electric.prices","electricity.bills","electricity.costs","electricity.price","electricity.prices","elluminate","energy.advice","energy.costs","energy.grants","energy.performance.certificates","energy.savings","energy.shop","energyhelpline.com","english.translate","epidemiological","equalities.office","equalities","equity","euro.into.pound","exchange.rate.of.euro","exercise.training","expedia","expenditure","expertise","f1.hotels","fashion.industry","feminax.ultra","ferries","fertilisation","find.property.com","first.choice.travel","fit","five.star.hotels","flat.rental","flat.rentals","flats.in.london","flight.center","flight.centre","flights.brisbane","flights.cyprus","flights.malta","flights.to.ireland","flights.to.porto.santo","flights.to.scotland","flights.to.tenerife","flights.to.toronto","flights.to","flights","florida.flights","food.bills","food.price","food.prices","ford.motor","four.years.strong","framework","freelance.world","freeport.swimming","fuel.bills","fuel.rate","fuel.suppliers","funds","gas.bills","gas.charges","gas.electric.prices","gas.electric","gas.electricity.prices","gas.electricity","gas.price.comparison","gas.price.increases","gas.price.rise","gas.price.rises","gas.price","gas.prices","gatwick.hotels","genetic.engineering","geothermal.heating","ghia","glasgow.to.newquay","glasseco","global.travel","globalisation","goddiva","gold.youtube","golden.sands.hotel","golf.holidays","golf.in","government.equalities.office","graham.technology","green.beauty","green.building","green.car","guest.houses","guideline","halifax.building.society","halifax.building","hbg.construction","hbos.share.prices","henry.boot","hertz.car.sales","hertz","hill.music","holiday.autos","holiday.cyprus","holiday.thailand","holidays.cuba","holidays.in.cyprus","home.office.tier.1","hostels.in","hotel.grand","hotel.in","hotel.le","hotel.map","hotel.morecambe","hotel.porto.santo","hotel.review","hotels.at","hotels.in.south","hotels.in","hotels.reviews","hotels","house.rental","housebuilder","housing.market","housing.price","housing.prices","human.right","immigration","implications","in.construction","in.vegas","income.tax.allowances","inflation.rate","inflation.uk","inflation.wiki","inflation","influencing","ins","insight.com","insolvency.practitioner","intakes","internet.call","investi","involvement","irish.cultural.centre","ius","java2s","jet","job.agencies","jobcentreplus.org","john.radcliffe.hospital.oxford","kombo","kyriad","lake.district.cottage","language.school","law.act","law.course","learn.italian","leeds.united.football.club","legal.general","letting.agency","letting.agents","letting","lichfield.mercury.jobs","linux.laptop","liverpool.intranet","living.in.spain","london.share","losertown","luxury.hotel","luxury.hotels","maple.hotel","market.forecast","matches.boutique","measures","mercedes.clc","mocha.brown","money.market..com","money.saving.ideas","money.super.market.com","mortality","mortgage.business","mortgage.lender","motivating","motor.inn","movie.club","narratives","nature.spa","new.citroen.berlingo","nptc","numeracy.world","obesity","office.development","ont","oxford.comma","package.deal","paid.to.review","palace.hotel","papers.mac","participation","pat.testing","payers","personal.tax.allowances","pets.welcome","pier.beach","plus.florence","portland.travel","power.prices","precision.marketing","premier.inn.com","prevalence","price.increases","primary.resource","primary.resources.com","primary.standards","primo","production.of","profit.and.loss","promoting","property.letting","property.lettings","property.market","property.rent","property.rental","public.involvement","quality.control","quality.hotel.cardiff","quality.hotel.glasgow","radcliffe.hospital.oxford","rail.fare","rail.fares","rate.bank","rate.of.inflation","rate.","rates.","rci","relais","rent.flats","rent.property","rental.apartments","rental.in","renting","resort.florida","riding.schools","riu.guarana","rotten.tomato","rpi.cpi","rpi","rsb","ruffians","rungay","same.moon","savings","scarlett.evenings","sdl.translation","seat.cupra.net","self.cater","self.catering.cottage","selfcatering","semantic","short.break","short.breaks","show.vacancies","singles.holiday","site.waste.management.plans","sites","small.hotels","social.responsibility","social.support","soils","sol.hotels","solar.heating","solar.water.heating","spa.holiday","spa.holidays","spiral.stair","sta.travel","sta","stability","standing.waves","star.hotel","star.hotels","star.travel","str","sunsail","surfing.holidays","tax.calculators","tax.guide","team.northumbria","tennis.brighton","tesco.dental.plan","text.editor","the.management","the.mortgage.business","the.rolex","thomas.cook.holiday.deals","tier.1.calculator","tier.1.uk","tier.one","timeshare","tokyo.hotels","top.bananas","trading","trail.finder","train.routes","training.on","transactional","travel.agents","trips.to","uk.gas.prices","uk.house.price","uk.house","uk.housing.market","uk.housing","uk.inflation","uk.rpi","utility.prices","vacancies.for","venmore.liverpool","verbe","villas.for.hire","want.glasses","water.heating","waterways","weddings.in","weekend.trips","well.done.fillet","wizzair.com","world.ticket","www.bbc.co","www.cartoon.network.com","year.round.weather","zimbabwean.dollar"
"88","2011-04-01",36,49,64,31,49,27,0,56,50,60,57,37,7,13,23,29,33,86,38,72,59,51,53,13,27,9,18,49,14,70,22,6,20,30,17,25,55,14,16,37,33,28,67,42,27,62,11,13,31,0,63,10,24,"10",33,34,55,17,24,53,37,49,42,52,33,59,54,29,28,18,37,26,47,44,54,40,23,38,41,19,26,35,47,25,45,31,10,32,"7",43,34,41,22,43,36,27,24,24,42,45,37,48,49,39,28,38,51,32,58,74,10,43,29,27,24,42,49,25,18,16,15,40,40,27,6,40,42,37,16,25,17,17,22,37,59,10,35,34,47,17,19,45,34,41,28,7,26,46,46,28,26,29,13,28,33,10,56,18,59,57,61,13,11,50,37,42,55,38,25,10,30,33,"28",38,71,25,32,26,54,32,51,55,31,41,37,24,42,34,32,43,34,36,7,58,57,30,21,61,20,24,9,26,24,53,25,47,21,30,42,35,22,8,11,0,44,30,26,19,17,51,29,24,13,33,82,88,22,39,66,50,8,60,51,72,23,69,23,22,4,3,32,13,36,50,25,38,39,46,32,58,27,46,54,32,32,29,57,40,39,45,37,63,35,43,9,22,20,34,44,46,40,59,69,56,36,38,36,59,34,57,10,18,11,23,27,41,7,35,10,52,24,25,24,30,29,44,30,41,42,25,7,44,35,32,39,25,19,63,17,44,13,42,32,29,43,12,54,31,17,40,50,15,46,32,20,26,14,61,36,47,34,51,40,40,36,76,24,36,25,43,12,36,64,78,71,13,37,27,12,45,5,0,51,29,16,31,19,66,29,31,47,32,57,32,76,38,10,35,7,0,12,55,25,27,29,61,17,40,30,74,78,32,45,42,37,33,48,56,39,54,72,9,49,24,48,21,43,24,22,44,23,32,29,29,26,16,14,43,24,49,57,30,29,34,28,54,58,14,30,39,49,18,44,52,55,63,12,22,16,61,29,32,22,23,46,8,51,44,45,64,59,28,11,41,58,16,33,70,40,18,54,26,35,49,11,32,42,37,18,53,22,56,8,89,40,36,55,29,38,14,28,9,2,22,20
"89","2011-05-01",38,52,72,34,52,31,32,56,45,71,55,39,8,17,26,17,52,43,12,60,38,60,82,13,12,22,19,49,19,63,23,10,21,30,9,22,51,22,26,39,29,31,63,40,32,61,12,14,27,0,59,17,24,"14",31,39,55,17,30,58,42,55,48,58,32,67,52,30,28,21,39,28,49,52,71,43,22,41,43,18,39,41,50,33,48,36,41,37,"2",50,25,43,20,48,37,32,30,15,43,58,33,45,42,49,32,42,51,28,61,79,17,51,26,27,59,53,51,30,25,21,14,39,37,32,5,45,47,37,14,28,18,8,28,36,64,18,33,51,51,32,12,62,36,44,49,25,38,48,59,19,39,40,9,32,48,13,61,32,82,68,63,23,18,46,38,48,62,59,32,9,31,35,"44",45,68,25,33,30,61,27,55,51,33,38,39,21,48,29,30,46,38,42,14,58,63,31,23,67,22,39,4,27,29,54,35,21,29,38,48,42,23,7,10,11,49,34,31,21,8,45,25,21,22,42,73,69,30,45,62,78,10,62,56,72,25,69,19,17,4,0,22,9,35,52,26,38,41,46,41,40,26,51,58,32,36,34,55,46,44,47,43,76,38,50,10,24,30,38,55,42,47,62,67,31,39,44,35,74,32,58,9,25,11,39,24,50,24,42,27,57,32,0,36,28,38,39,37,49,56,25,7,45,33,34,41,33,17,74,25,36,23,50,37,18,45,13,58,29,24,28,32,23,47,35,26,33,15,58,31,59,24,62,54,42,34,81,19,33,29,47,53,38,73,54,26,12,30,30,14,56,4,10,48,19,47,14,23,64,38,53,54,28,69,42,85,39,12,38,0,4,21,77,26,26,27,73,26,40,31,78,88,31,46,47,38,38,47,45,53,81,62,9,12,39,61,9,46,9,12,44,25,39,29,28,42,23,15,44,27,61,53,27,30,31,33,53,67,9,30,42,46,11,52,60,59,66,13,24,7,54,33,28,10,27,58,7,59,53,47,66,31,31,12,66,58,24,41,81,56,20,54,35,36,54,17,36,43,47,35,67,31,67,22,66,38,35,58,32,17,8,30,8,2,31,17
"90","2011-06-01",44,52,72,36,47,30,16,70,46,75,60,48,14,30,25,4,33,31,17,48,46,59,66,17,24,17,19,45,25,59,30,10,29,55,10,20,76,20,19,38,33,32,53,45,53,62,12,15,21,14,52,13,26,"15",27,39,56,20,34,62,50,62,39,62,39,69,62,38,36,29,40,29,67,57,71,48,25,43,43,18,30,42,52,30,52,38,48,42,"2",26,35,45,18,44,36,49,39,16,5,38,36,35,57,32,27,42,55,38,54,73,12,56,16,19,40,38,47,29,20,24,21,42,40,28,8,36,33,27,18,25,16,22,24,34,75,18,36,56,36,25,5,64,43,50,49,21,78,84,87,41,36,36,10,30,53,22,61,14,51,62,56,14,23,43,37,37,58,53,32,25,31,31,"44",47,68,31,38,28,63,28,45,51,35,43,41,21,40,36,34,47,39,41,11,70,72,29,27,63,4,27,21,26,40,54,47,25,34,44,92,66,53,77,33,20,64,48,29,18,17,44,30,0,21,23,54,76,24,58,70,35,4,61,44,82,26,63,17,19,0,2,21,10,41,65,26,53,51,41,40,30,32,52,59,34,35,34,66,47,45,54,44,85,40,52,12,25,22,34,36,46,38,56,61,38,34,35,29,52,26,58,9,29,13,25,25,30,24,52,28,60,38,0,31,16,29,42,40,34,56,25,7,43,43,36,43,56,17,75,19,40,20,44,37,26,51,34,55,29,22,53,39,20,37,35,24,27,14,54,23,52,38,65,29,35,33,70,26,45,46,51,33,26,79,42,28,18,36,25,11,77,5,5,42,38,29,19,21,65,26,37,42,33,84,38,94,40,7,25,6,3,21,75,26,24,28,62,24,46,34,83,97,27,47,47,42,26,29,51,52,64,68,7,19,43,50,0,50,13,21,44,30,27,30,29,31,26,9,43,27,48,59,25,42,30,36,63,72,17,31,41,41,21,51,60,58,81,16,25,10,60,44,62,15,26,45,12,47,69,36,70,60,30,15,66,58,12,43,77,36,22,57,43,36,55,10,33,35,35,51,72,26,66,29,62,39,34,55,30,0,23,28,6,1,24,42
"91","2011-07-01",42,56,75,38,53,27,6,74,52,81,50,53,9,24,24,18,26,57,39,59,48,73,98,17,28,12,21,52,18,70,25,6,61,82,10,20,63,24,22,46,31,35,40,45,34,66,10,20,26,21,53,14,29,"17",37,50,57,20,42,72,50,68,52,66,37,76,61,40,33,24,45,30,67,62,71,49,35,48,50,17,39,36,54,27,59,43,38,53,"3",15,34,53,25,36,39,67,46,16,5,36,28,37,47,45,40,47,55,36,50,62,11,62,19,22,21,50,45,21,10,19,21,41,30,27,10,24,21,14,21,32,14,27,30,38,73,12,47,43,36,24,13,52,44,46,42,23,81,75,75,35,32,37,8,31,45,20,59,5,33,46,53,12,28,41,42,33,71,50,30,22,33,17,"43",53,66,25,29,34,66,33,49,62,41,46,44,0,53,45,33,50,42,45,15,56,66,33,27,58,4,54,34,22,36,49,37,71,33,48,100,68,61,81,71,39,79,55,31,10,11,42,60,0,22,12,44,78,32,62,79,32,2,63,49,75,30,58,18,19,2,0,40,5,45,63,27,50,49,48,50,20,33,53,62,35,36,50,47,50,47,53,46,92,41,52,13,27,21,36,27,44,26,47,65,29,25,26,22,45,18,61,12,24,9,36,12,28,25,51,28,62,33,12,20,13,28,46,35,33,49,35,8,49,42,37,43,34,13,42,25,40,24,45,37,42,75,17,48,26,9,25,23,14,29,38,25,25,12,58,11,58,9,38,25,25,28,68,64,49,38,52,22,23,77,35,29,14,42,19,10,63,11,5,34,57,11,9,18,60,22,24,33,36,77,40,93,43,8,23,0,1,17,81,27,25,21,45,16,43,37,88,95,34,51,45,40,31,69,50,44,56,69,11,13,22,51,0,46,13,14,46,27,21,32,37,26,25,4,47,27,35,47,17,44,29,35,71,86,6,28,40,37,8,56,65,64,64,16,32,11,59,44,33,20,27,40,7,46,94,33,79,65,30,13,45,59,6,41,71,32,25,66,59,35,56,15,31,29,33,32,66,23,44,26,19,36,34,53,31,35,30,30,9,0,32,0
"92","2011-08-01",41,54,79,39,50,27,32,72,41,72,52,35,12,24,28,9,29,49,21,36,62,56,71,15,12,8,24,53,14,66,38,7,42,48,13,21,78,24,26,32,27,28,50,40,32,60,9,13,18,7,45,10,24,"16",34,44,52,22,36,68,45,62,40,60,32,68,57,29,29,20,38,27,68,56,69,45,24,39,49,22,35,35,51,34,50,35,46,44,"3",16,21,45,24,35,31,41,34,34,11,31,19,27,35,49,30,41,53,28,41,66,19,57,17,15,38,49,38,17,14,23,21,40,37,29,7,24,21,11,15,29,14,32,37,28,57,15,37,41,26,30,10,53,43,51,49,18,68,78,47,22,34,38,6,38,42,11,55,15,53,61,53,14,21,33,39,37,60,39,21,18,29,9,"38",47,66,25,38,31,71,28,47,51,32,43,36,53,40,44,32,47,39,43,12,49,55,29,31,52,26,48,4,20,24,50,40,15,40,43,89,64,55,43,32,31,68,49,32,6,13,42,25,0,21,12,31,74,24,51,67,45,7,73,48,76,27,48,20,19,5,3,25,10,37,62,25,53,54,44,50,23,29,50,60,33,34,45,37,46,49,47,43,82,39,49,8,24,23,35,25,39,22,45,66,25,34,26,29,47,18,62,7,17,7,40,0,27,12,48,36,60,29,7,20,11,30,55,32,28,55,27,11,53,36,37,44,66,18,28,20,48,12,48,38,26,64,5,40,20,27,32,22,13,31,36,24,19,14,72,13,45,18,37,9,18,26,56,29,41,37,51,27,19,66,51,25,13,52,43,10,60,4,5,35,41,12,0,13,68,20,30,29,35,83,40,96,38,10,21,6,5,16,100,32,27,22,44,17,44,34,90,100,32,49,52,41,35,31,53,37,56,62,11,0,18,52,9,25,18,24,46,29,16,31,35,29,23,4,46,31,37,45,13,36,28,34,66,72,17,29,40,29,6,52,62,59,60,18,24,2,47,22,25,10,30,41,10,49,74,16,53,46,31,15,53,61,12,46,66,30,21,66,44,38,54,12,30,29,35,45,64,20,56,25,58,33,35,52,31,0,13,29,11,0,38,18
"93","2011-09-01",34,47,66,32,46,32,5,59,46,67,62,44,10,16,25,26,38,67,21,42,63,79,74,12,24,22,23,54,20,73,34,9,26,48,8,22,80,20,21,41,32,29,52,31,44,61,9,22,23,17,58,11,16,"11",32,40,45,23,32,63,38,50,35,53,30,60,48,17,30,16,33,23,54,52,57,43,19,31,39,16,28,40,47,36,44,34,55,53,"2",15,38,32,26,40,29,40,33,12,27,42,37,45,43,36,30,34,49,31,59,78,18,43,34,12,55,47,46,26,22,18,18,36,43,21,20,36,34,20,21,26,12,27,38,35,72,12,28,58,47,45,7,59,41,50,49,16,67,79,59,32,38,46,8,45,32,19,63,20,23,47,57,14,15,37,37,43,57,35,30,15,22,24,"52",32,64,21,30,23,70,25,44,54,30,35,37,11,44,41,20,43,36,41,9,54,64,32,8,64,4,35,38,14,34,50,29,29,28,44,67,57,44,18,22,22,53,37,28,16,15,38,14,63,16,25,45,73,23,45,57,41,9,53,58,71,22,60,19,19,2,5,24,12,35,49,17,36,35,38,45,27,25,46,54,29,32,57,36,41,43,43,39,66,36,53,7,27,28,37,48,40,33,51,71,40,36,40,28,55,27,57,3,19,15,44,23,33,6,53,27,55,31,7,23,20,25,42,41,35,55,29,11,49,31,34,41,55,16,57,17,48,11,40,31,22,40,8,51,24,18,32,51,13,40,39,28,27,15,59,30,31,12,62,48,35,29,81,48,33,40,43,32,25,78,40,28,15,28,18,6,64,4,8,33,36,32,9,28,65,30,36,40,30,80,36,88,37,9,29,6,4,17,72,23,27,28,60,26,41,31,83,94,24,43,42,28,28,33,51,60,66,66,3,12,27,52,9,49,9,16,42,24,28,26,32,38,19,8,39,23,42,53,21,26,26,29,52,57,14,27,36,36,7,49,57,49,68,13,21,2,53,88,25,14,26,42,7,47,42,28,69,68,29,21,46,60,16,41,78,43,18,52,38,32,54,16,28,45,50,43,65,14,56,23,33,40,30,50,30,34,15,25,9,2,39,11
"94","2011-10-01",30,38,58,26,35,31,5,42,60,56,65,45,9,23,21,28,47,51,39,56,71,57,62,9,7,10,14,46,15,64,30,7,26,46,14,23,75,18,24,41,46,25,72,25,37,49,15,13,15,6,58,11,16,"7",24,32,41,18,28,56,34,42,31,43,28,50,38,20,23,15,28,20,60,43,54,41,18,24,39,19,29,30,44,50,40,29,51,57,"3",22,62,23,19,40,25,37,36,25,10,42,48,52,34,28,28,25,43,23,77,97,9,42,30,22,61,46,41,31,22,20,25,33,33,24,14,40,45,30,9,23,10,20,33,27,60,10,31,58,55,30,27,52,46,53,46,20,65,71,69,31,45,44,8,63,58,16,58,19,41,56,57,10,8,46,33,47,62,24,30,25,18,22,"24",20,66,22,26,18,56,23,36,46,23,28,32,10,41,34,22,37,30,33,10,54,45,30,24,63,10,12,81,27,37,49,51,41,33,47,64,55,27,26,9,10,46,41,22,19,13,39,27,79,15,35,41,77,9,38,51,25,3,53,47,66,18,66,17,18,3,2,22,9,28,48,12,27,36,33,27,41,23,38,48,25,26,36,23,31,40,36,35,65,31,38,13,23,34,28,50,41,39,53,62,33,39,47,56,61,35,54,5,21,13,30,33,36,16,61,21,49,25,10,16,28,19,45,34,46,45,26,7,46,29,26,35,20,14,100,22,47,18,35,27,17,39,7,60,21,25,26,35,6,43,29,24,37,14,63,39,32,8,53,47,42,31,73,44,35,38,37,24,37,76,50,32,8,45,28,6,61,4,7,42,40,26,8,25,63,39,33,47,25,54,36,72,33,7,31,0,3,24,77,21,23,33,50,27,38,24,73,77,26,37,37,38,30,29,33,66,73,60,6,23,35,58,13,34,0,23,32,18,31,26,26,28,15,10,36,17,48,61,22,18,30,31,46,48,22,24,35,44,17,39,48,40,66,8,18,7,58,90,22,9,29,51,12,40,23,47,51,54,25,16,57,60,14,32,74,43,16,47,38,31,52,11,32,46,52,52,55,18,76,11,48,60,23,43,28,15,10,24,9,2,27,21
"95","2011-11-01",21,26,39,20,26,34,5,28,51,50,70,36,5,23,23,4,42,22,26,48,46,73,73,7,28,13,14,39,13,73,24,9,26,34,10,18,62,11,18,40,50,25,60,20,34,50,10,12,10,12,64,8,15,"6",21,23,36,12,20,46,28,37,25,34,19,39,39,16,22,12,24,19,57,35,43,34,8,19,32,12,15,24,39,35,31,25,58,47,"3",35,36,16,18,44,18,31,28,14,38,48,44,55,35,24,14,23,37,25,77,83,14,29,34,27,54,41,48,44,23,15,14,29,23,13,7,46,49,36,19,20,10,18,30,31,51,21,43,66,59,26,20,45,43,62,28,11,49,58,48,34,55,37,8,53,48,6,58,25,37,52,57,20,14,38,29,57,65,27,39,11,16,32,"19",17,66,18,25,19,51,21,29,39,13,17,24,0,33,23,19,31,25,24,12,65,48,28,51,64,13,16,56,19,40,52,31,40,48,43,42,41,17,16,13,18,45,31,18,25,28,35,13,0,17,41,44,68,12,22,39,28,7,53,45,58,13,66,19,18,3,0,28,11,25,40,10,16,29,25,19,40,19,32,39,23,22,26,21,27,32,28,28,40,26,36,10,26,35,32,58,44,48,62,51,25,43,52,51,69,39,54,4,16,14,37,11,38,24,61,28,44,23,7,29,31,21,33,30,50,49,21,6,45,26,24,32,20,19,92,16,42,14,27,22,13,44,5,68,17,27,32,34,6,53,32,15,39,11,59,38,11,11,74,40,46,30,95,31,22,20,29,62,41,78,51,29,8,19,22,6,57,6,9,55,31,35,12,19,61,40,45,47,24,45,34,61,27,7,36,3,2,25,58,21,24,35,65,27,35,21,67,65,25,32,35,24,25,17,44,77,62,43,3,34,52,50,8,42,17,5,22,15,37,18,18,35,12,15,32,14,57,60,28,10,30,29,26,29,16,21,31,54,13,32,38,33,66,6,11,4,48,86,27,0,27,54,5,50,12,39,44,52,22,14,35,61,14,28,69,50,12,39,46,27,49,14,36,52,42,23,50,13,78,13,44,55,23,33,27,15,15,21,10,1,29,0
"96","2011-12-01",20,22,34,16,22,23,0,28,43,44,52,34,5,11,10,4,28,29,20,27,32,38,36,5,4,8,13,37,12,71,23,5,24,25,9,18,47,14,20,36,28,20,42,18,23,48,5,11,13,10,49,8,18,"4",18,20,32,17,21,39,26,38,21,31,19,42,26,17,17,11,22,19,55,27,41,28,10,16,21,5,12,17,37,36,33,27,17,34,"6",31,34,18,20,35,16,24,21,11,15,37,29,44,30,23,16,18,35,24,56,60,13,30,23,23,26,33,35,28,13,11,17,26,24,18,16,33,33,22,10,19,12,20,24,10,36,22,36,31,43,21,11,24,41,42,25,21,31,37,38,18,32,21,5,37,45,8,51,29,25,45,41,3,12,35,25,37,61,27,26,14,15,24,"13",17,64,15,21,21,46,25,35,38,11,18,23,20,28,23,18,29,23,23,10,64,49,25,18,53,10,21,32,20,36,41,27,34,23,39,24,36,13,7,9,6,41,25,17,16,11,35,10,0,12,30,30,61,10,25,37,23,4,57,42,50,9,52,15,14,0,1,18,4,22,38,7,15,36,28,18,47,16,28,34,21,18,33,15,23,25,24,23,35,21,33,8,20,20,29,46,33,36,44,50,32,29,31,34,50,28,49,4,17,10,32,11,33,17,53,25,41,14,14,14,19,17,22,22,37,32,13,9,33,18,19,25,0,19,51,9,33,14,27,18,10,40,18,48,22,29,19,36,12,37,25,14,26,11,62,28,9,11,42,12,30,23,76,26,24,28,25,60,27,56,40,23,7,16,29,3,46,6,14,43,41,13,9,11,64,27,47,38,16,32,25,50,24,13,25,3,0,11,56,17,21,22,45,25,24,25,57,51,18,27,28,16,14,13,47,56,51,54,8,12,36,40,0,25,12,11,21,15,24,15,16,7,10,8,32,11,49,43,18,11,21,26,29,27,9,22,31,39,14,30,31,37,67,7,14,6,39,31,10,14,26,42,4,67,17,0,55,36,16,20,41,53,9,24,56,37,11,34,25,25,50,11,26,31,27,22,31,32,74,10,49,60,19,27,19,48,11,20,12,2,22,33
"97","2012-01-01",35,47,64,32,45,32,13,68,54,79,56,47,7,18,10,39,41,59,28,33,84,55,56,9,23,12,16,51,15,62,35,8,28,50,12,21,68,21,20,41,42,23,46,32,33,58,13,12,21,6,61,8,21,"7",32,44,42,27,42,65,39,53,43,54,33,61,50,36,30,17,39,32,55,47,88,49,24,33,44,20,34,49,47,41,50,40,23,42,"2",26,56,50,21,43,26,30,29,15,22,40,39,45,40,42,36,48,48,36,56,76,19,68,31,23,63,48,55,40,33,13,15,35,39,24,10,51,44,49,10,28,15,17,36,40,75,11,40,59,54,40,12,58,50,52,43,21,53,56,47,30,39,23,10,44,54,5,52,17,22,60,61,14,20,53,44,52,70,30,33,15,24,33,"35",54,73,26,31,27,61,23,54,52,32,45,42,9,57,47,29,53,41,50,14,61,57,30,50,67,3,22,38,23,31,53,41,47,30,49,50,45,29,6,4,4,51,38,30,24,15,40,24,18,18,32,32,67,19,51,50,20,3,68,54,72,17,66,20,19,0,1,27,14,31,44,20,46,67,61,52,45,24,48,58,35,31,38,42,44,45,47,43,76,38,60,11,25,29,35,51,39,44,61,66,47,40,50,27,62,32,55,5,20,13,36,20,40,12,58,19,54,30,19,29,62,23,64,37,43,53,24,8,46,30,33,41,18,14,70,22,38,10,43,35,18,34,11,59,24,15,20,37,11,45,41,26,31,16,82,35,35,23,72,39,42,31,91,51,37,34,48,53,37,73,60,61,17,17,13,6,37,7,6,53,23,34,8,18,68,35,49,51,32,61,35,87,41,11,33,2,2,22,72,25,26,37,66,27,58,26,86,89,29,47,48,52,28,38,46,53,60,60,7,16,43,55,19,30,15,16,53,34,30,33,34,24,26,9,39,26,59,71,33,30,22,16,66,73,11,32,46,48,21,48,56,60,66,14,21,12,70,46,24,8,25,51,8,50,30,40,72,46,25,24,53,58,18,33,82,47,22,55,43,27,55,13,37,54,51,41,63,24,75,32,23,53,23,63,32,28,22,24,17,0,51,19
"98","2012-02-01",30,35,48,28,34,33,5,49,39,63,64,38,6,20,18,19,45,49,26,47,62,57,64,9,24,17,15,55,19,57,37,10,28,48,11,18,61,25,26,33,44,27,49,31,32,57,11,8,16,12,63,8,21,"7",28,34,39,20,31,50,30,43,30,47,28,57,45,28,25,22,32,25,56,42,62,36,21,27,37,15,32,38,42,45,44,34,24,45,"3",25,59,33,20,42,23,36,33,11,38,46,26,46,40,44,26,38,45,30,61,74,12,49,27,21,47,42,50,43,31,22,20,36,34,18,15,47,48,35,10,25,20,13,35,34,61,18,33,59,52,20,13,50,44,54,35,25,48,55,61,26,51,26,11,46,40,12,54,29,54,43,60,20,9,52,35,50,64,40,40,13,21,30,"22",33,68,22,28,22,53,22,41,45,23,29,35,37,51,36,30,42,34,35,11,61,56,34,13,64,13,23,37,16,44,54,45,24,25,43,48,45,18,6,11,8,52,37,24,20,20,43,13,19,21,35,44,68,17,35,45,27,3,52,52,65,16,66,15,16,2,2,25,8,46,43,19,32,45,40,36,37,23,44,52,31,28,42,30,42,36,39,37,61,33,51,9,21,30,38,46,41,44,58,58,30,45,41,31,62,36,54,4,32,15,31,0,42,8,51,20,43,25,13,25,37,22,51,36,47,44,23,8,54,30,31,38,0,17,51,22,43,17,42,32,32,39,17,67,24,19,14,25,20,51,41,29,37,15,52,39,38,38,58,31,46,24,84,55,27,33,41,28,38,80,48,50,14,26,8,6,47,2,9,53,28,30,0,16,59,38,44,52,30,62,36,81,39,12,32,8,1,19,58,22,24,39,46,31,39,27,76,84,25,44,41,35,28,33,53,64,68,52,4,22,38,49,12,28,13,17,43,24,30,28,27,27,22,11,39,22,50,65,29,22,22,24,58,61,12,27,39,44,27,38,46,57,69,10,15,11,44,46,18,13,29,50,8,37,19,31,55,43,25,26,34,58,19,29,82,42,16,46,44,28,51,11,35,47,47,37,60,17,71,17,24,62,24,48,30,30,16,23,14,1,26,20
