"date","c.入門","cdr.書き込み","e.n","fun","fx.兄貴","html.タグ.一覧","info","jp.company","korean.air","l.o","lan.ケーブル.価格","lec.公務員","mac.価格","mcp.資格","mov.再生","ngk.プラグ","nihonn","opera.ダウンロード","pdf.変換.フリー","syu","vendor","vi.コマンド.一覧","web.アクセス","zip.ダウンロード","zip.パス.解析","zookeeper","あ.ぱぱ","あい.で.む","アイコン.フリー","アイコン.位置","アイデム","アウドムラ.の.恩恵","アクセス.できない","アドレス.変更.方法","アドレス.帳.保存","アドレス.帳","アプリ.作成","ある.ばい.と","ある.ばい","アルキタ","アルティザン...アーティスト","アルバイト.an","アルバイト.京都","アルバイト.募集","アルバイト.千葉","アルバイト.名古屋","アルバイト.埼玉","アルバイト.札幌","アルバイト.横浜","アルバイト.求人.情報","アルバイト.求人","アルバイト.神奈川","アルバイト.福岡","アルバイト.関西","アルバイト","アレグロ.アジテート","アンインストール.方法","アンティーク.雑貨","いき.もの.がかり.気まぐれ.ロマンティック","いき.もの.がかり.気まぐれ","インザ.スカイ","ヴィゾフニル","ウィメンズ.パーク","エキサイト.翻訳","エスノ","エラー.修復","オークション.yahoo","おすすめ.フリー","カクテル.レシピ","カスタム.少女.xp","カフェ.アルバイト","カフェ.開業","カレント.エリオット","カロリー.レシピ","ギター.カタログ","キヤノン.ビズ.ア.テンダ","キャプチャ.方法","ギャラン.フォルティス.スポーツ.バック","ギャラン.フォルティス.スポーツ","キュー.レット.ミューラー.ts","ギリシャ.文字.読み方","キレイ.ぱど","クソスレ","ぐるなび.関西","グルメ.キャリー","ゲーム.一覧","ゲーム.板","ゲーム.無料.ダウンロード","ゲーム.育成","こ.ゆく.て.おいしい","コーディネーター.求人","コピー.フリー","コマンド.オプション","コマンド.一覧","サーチ.方法","サイト.作り方","サマー.セット.パレス.ソウル","サンリオ.ゲーム","し.ごと.情報","じしょ","シュガー.ケイ","シュミレーション.ゲーム","ショートカット.一覧","ジョブキタ","スカイマーク.ツアー","スクロール","スター.ネット","スタートアップ.削除","ステレオ","スパゲッティ.レシピ","スピーカー.設置","セーフティー.ネット","セインツロウ.2.攻略","セインツロウ.2","ソニック.ワールド.アドベンチャー","ソニック.ワールド","ソリティア.攻略","タイピング.ゲーム.無料","タイヨウノハナ","タウンワーク","タグ.一覧","ツールバー.削除","テキスト.エディタ.フリー","デコ.デザイン","デザイナー.求人","デザイン.求人","デジタル.化","ドーモ.ネット","ドーモ","どうぶつ.の.森.wii.攻略","ドクターシーラボ.bb.クリーム","どっと.コム","トナー.価格","どんぶり.街道","ニチイ.医療.事務","ヌギャー","ネイル.スクール","ネットワーク.表示","ねとらじ.スケープ","の.む.こむ","ノート.比較","パーク.ハイアット.東京.デリカ.テッセン","パーツ.センター","バスケットボール.ルール","パチスロ.カイジ.2","パチスロ.実機","パチンコ.アルバイト","パッチ.当て","ハブ.価格","はら.ドーナッツ","ハローワーク.川崎","ハローワーク.札幌","ハローワーク.横浜","ハローワーク","ハングル.入力","バンジョー.と.カズーイ.の.大.冒険.ガレージ.大.作戦","ヒール...トゥ","ヒーロー.インザ.スカイ","ヒーローズ.イン.ザ.スカイ","ヒーローズ.インザ.スカイ","ピッピ.靴","ビューティー.ナビ","ブーン.ルミナス","ファイル.名.一括.変換","ファイル.名.置換","ファブリック.バード","フォルダ.オプション","フォルダ.削除","フォルダ.表示","フォルティス.スポーツ.バック","プチフリ","フットサル.タイムズ","ぶら.う","ブライダル.求人","ブラウザ.シェア","ブラウザ.比較","プラグ.形状","プリキュア.無料","ふるさと.雇用","フレッツ.料金","プレミア.ショップ","ふろ.む","プロジェクター.比較","フロムエー","ヘタリア.名前","ベネッセ.ウィメンズ","ベルキュロス","ヘルパー.資格.取得","ホームページ.作成.フリー.ソフト","ホームページ.作成.フリー","ホームヘルパー.2.級","ホイール.通販","ホテル.地図","マイ.プレミア.ショップ","マイケル.ボルダック","マウス.価格","マクドナルド.求人","まったり.壁紙","マニュアル.日本.語","メーカー.一覧","メール.保存","メシウマ.aa","メニュー.の.作り方","メニュー.バー","モータ.原理","もろみ.え","ラベル.印刷.フリー","ランタイム.ダウンロード","リストラ","リンク.設定","ルーン.ファクトリー.フロンティア.攻略","ルーン.ファクトリー.フロンティア","レシピ.野菜","ワーキン","ワーナー.マイカル.みなとみらい","ワーナー.マイカル.海老名","ワールド.アドベンチャー","ワンピ.ス","不動産.連合","不景気","不況","中古.車","中小.企業.緊急.雇用.安定.助成.金","中小.企業.雇用.安定.助成.金","事務.所.求人","事務.資格","二.角.取り","京都.アルバイト","企業.一覧","企業.倒産","企画.書.書き方","低.カロリー.レシピ","住み.心地","侍.戦隊","価格","保証.制度","倒産.件数","倒産.情報","健康.診断.料金","充.放電","先端.科学.技術.大学院.大学","光栄.ゲーム","免許.証.更新","全日空.時刻.表","全日空.時刻","公務員.試験.対策","再.就職.支援","分割.フリー.ソフト","創出","助成.金.雇用","助成.金","区役所.出張所","医療.事務.資格","卒業.年度","原.ドーナッツ","受信.メール","受験.資格","司書","名刺.作成.フリー","名刺.作成","商工.リサーチ","囲碁.入門","地下鉄.所要.時間","地名.読み方","基地.求人","場所.検索","塗装.方法","変換.効率","夕飯.シチュー","大学.一覧","大学.偏差.値.代ゼミ","大阪.アルバイト","失業.保険.受給","失業.保険","失業.給付","失業","学校.一覧","実機.販売","家具.通販","密室.から.の.脱出.2.攻略","密室.から.の.脱出.2","小田急.線.時刻.表","小田急.線.時刻","就職.支援","就職.資格","履歴.書.自己.pr","履歴.書.自己","履歴.書.見本","岡部.文彦","市役所.地図","希望.退職","帝国.データ.バンク","年.号.西暦","広島.アルバイト","店舗.賃貸","引越し.料金","弥生.会計.09","彼.の.名.は.ドラキュラ","彼.の.名.は","恋人.は.ミュージシャン","情報.ネット","拡張.子.変更","採用.係","換算","教師.求人","文字.読み方","新聞.記事.検索","既.卒.就職","日本.エイサー","日本.語.教師.求人","日経.消費.ウォッチャー","星空.の.湯","映画.情報","普及.拡大","景気.低迷","景気.動向","景気","書店.アルバイト","札幌.アルバイト","東.建.コーポレーション","東京.商工.リサーチ","東方.神.起.歌詞","桃太郎.電鉄.20.周年","楽器.採用","横浜.研究.所","橘.つばき","民事.再生.法.と.は","求人.ジャーナル","求人.情報","法人.設立","派遣.ex","消費.電力.計算","深夜.アルバイト","添付.ファイル.保存","無線.lan.比較","特報","画像.表示","画面.キャプチャ","留学.奨学.金","異.業種.交流.会","番長.3.攻略","病院.地図","症状.検索","発電.システム","登録.制.アルバイト","着.うた.フル.プラス","社団.法人.と.は","福祉.の.お.仕事","米.軍.基地.求人","経営.状況","経済.情勢","経費.削減","給付.日数","緊急.雇用.助成.金","緊急.雇用.安定.助成.金","緊急.雇用","縮小","美容.室.口コミ","翻訳.求人","耳.つ.ぼ.ダイエット","職業.訓練","自転車.カタログ","航空.券.激.安","英語.ニュース","英語.日本.語","補助.金.太陽.光.発電","西暦.対応.表","西暦.対応","西村.隼人","角.取り","評価.版","講師.求人","資格.就職","資金繰り","起動.できない","車検.費用","転送.設定","辞書.登録","退職.金.税金","通信.端末","通販.カタログ","運転.免許.証.更新","都.道府県.大戦.攻略","都営.バス.時刻.表","都営.バス.時刻","重政.豊","銀.魂.鑑定","録音.方法","開業.資金","雇用.保険.受給","雇用.創出","雇用.助成.金","雇用.助成","雇用.安定.助成.金","雇用.調整.助成.金","雇用.調整","雑誌.一覧","雑貨.求人","電力.計算","電力.量.計","音声.が.出.ない","音声.読み上げ.ソフト","音響.求人","食品.衛生.責任.者","食品.衛生.責任","高等.技能.訓練.促進.費","高等.技能.訓練","髪型.写真"
"2011-01-01",36,14,38,62,25,23,74,17,73,39,62,73,87,35,51,46,79,22,55,77,51,13,62,89,11,60,21,53,43,32,78,0,70,58,64,67,61,72,57,63,26,37,66,74,80,74,38,64,63,15,66,64,64,55,79,10,54,78,0,0,19,17,49,73,41,82,52,75,62,"8",60,65,41,59,26,62,44,29,22,45,42,29,18,"18",100,74,42,47,48,18,97,33,63,29,38,70,22,35,0,77,37,59,35,66,80,68,23,78,78,44,48,30,9,"16",13,25,44,49,0,54,24,36,29,44,100,73,88,41,37,"2",34,21,29,100,71,0,71,58,20,46,40,32,47,52,15,80,9,46,44,28,89,100,75,76,50,38,10,11,0,"17",24,57,17,54,49,32,67,83,69,26,49,49,85,68,64,72,48,80,17,68,26,56,18,47,37,57,"17",23,23,22,59,51,52,35,49,89,76,16,32,51,87,22,31,79,47,0,38,28,23,83,"1",15,58,53,"22",27,30,0,84,32,22,83,"11","14",66,90,62,51,47,27,29,72,48,14,100,32,18,17,46,29,46,5,46,22,38,40,24,28,68,23,28,67,70,65,0,74,79,34,16,69,24,62,45,41,76,55,29,53,13,42,88,71,62,76,51,69,50,45,71,10,"7",34,39,75,86,48,49,37,30,46,40,25,32,44,80,40,6,21,54,23,55,74,54,74,50,93,35,53,18,62,22,32,40,28,25,47,38,46,64,64,21,85,"10",47,100,8,9,54,46,60,53,45,90,48,78,84,75,93,45,43,"12",44,28,49,37,24,46,87,47,36,42,15,21,"13","14","26",91,79,62,0,74,25,71,59,53,50,"11","8",8,46,71,61,86,43,90,80,59,90,59,56,36,35,6,34,44,11,20,51,47,53,65,23,21,"18","12",15,33,45,42,65,83,20,23,77,72,6,38,42
"2011-02-01",36,17,43,60,28,21,79,19,70,64,50,74,79,33,44,55,78,11,62,83,70,9,52,80,16,74,54,81,43,60,66,21,74,57,52,64,55,67,55,48,32,46,75,75,83,81,51,67,84,19,67,70,69,51,87,21,64,81,0,0,20,10,56,64,39,67,50,79,66,"9",77,50,47,70,12,31,24,29,30,46,23,42,24,"17",63,66,32,40,61,17,82,32,56,29,50,60,15,40,50,51,25,81,37,61,83,73,23,50,82,50,34,16,12,"17",22,18,47,74,10,58,40,34,40,43,97,79,86,30,54,"7",100,16,30,66,67,21,75,51,42,0,31,41,39,49,31,100,16,50,39,30,53,93,92,80,25,8,11,9,0,"16",48,59,8,49,50,66,82,88,71,17,27,39,69,60,74,89,52,99,21,65,22,76,9,46,39,66,"18",38,35,22,56,63,57,8,54,88,48,33,39,51,79,15,40,76,42,23,42,20,24,72,"6",15,69,55,"32",33,43,0,96,43,13,90,"10","13",62,70,56,57,47,37,34,55,60,22,91,31,43,17,73,32,68,4,39,24,39,59,27,32,64,24,32,82,68,72,28,82,73,34,19,58,21,53,50,40,68,62,42,39,34,45,66,88,54,75,63,72,68,37,61,3,"3",32,40,62,73,91,71,43,0,40,30,29,40,33,90,49,19,43,28,48,49,68,82,79,72,83,33,57,23,82,45,32,40,49,38,23,29,35,67,66,19,100,"9",67,60,16,6,56,45,84,58,44,75,41,62,85,78,96,65,65,"10",43,16,50,59,60,55,94,53,32,37,18,52,"13","17","37",91,86,57,0,80,29,57,58,50,60,"12","8",31,55,61,62,73,45,89,77,66,89,79,60,37,23,10,42,50,0,30,37,62,64,67,24,21,"15","14",18,29,71,41,92,84,19,31,92,96,48,76,37
"2011-03-01",23,6,37,58,18,10,81,24,99,41,36,37,69,16,35,35,86,12,61,85,60,7,47,82,14,57,37,47,43,41,63,18,55,75,44,63,43,63,40,61,17,37,74,65,59,86,65,78,85,18,61,59,63,65,77,46,56,70,0,0,19,6,51,61,23,65,38,59,74,"9",74,37,27,52,24,20,39,17,20,30,22,31,23,"16",63,64,42,41,49,26,62,23,50,22,50,59,19,58,0,44,33,60,33,76,49,64,17,71,64,47,25,17,15,"15",14,19,40,79,43,56,31,33,22,37,72,81,56,41,48,"3",52,21,25,31,33,0,59,57,24,0,35,21,42,18,14,58,15,48,45,29,87,100,91,81,37,0,9,15,0,"17",10,58,2,46,37,28,65,73,61,24,33,73,60,47,74,78,43,71,21,61,24,63,14,65,30,56,"19",51,34,22,42,41,49,17,19,68,45,14,33,56,68,53,27,75,44,0,20,19,17,65,"6",15,58,42,"38",53,43,0,66,34,14,69,"19","23",66,71,55,68,66,24,23,38,41,15,80,29,19,14,43,35,48,6,38,18,33,58,18,22,47,36,33,78,45,93,12,84,61,27,16,59,18,31,56,33,55,80,44,31,35,39,50,86,52,71,55,63,50,52,65,7,"2",75,85,60,64,63,64,33,27,77,31,25,32,48,69,46,6,28,38,21,66,70,40,86,100,51,12,47,17,54,19,37,37,24,33,35,30,58,78,58,19,82,"3",41,48,7,9,47,40,52,14,50,68,40,52,97,62,87,58,42,"2",60,16,86,40,26,45,73,50,31,37,23,56,"20","15","32",77,79,44,0,71,35,48,65,44,69,"5","4",20,44,60,41,64,49,74,63,69,90,58,66,33,27,6,54,58,0,35,56,57,56,69,36,32,"23","39",34,24,43,61,63,66,16,33,68,62,22,38,38
"2011-04-01",37,2,36,56,28,8,79,32,73,34,43,67,73,29,34,41,78,12,58,70,64,17,59,91,13,67,49,55,47,46,65,28,79,62,63,73,60,81,63,79,16,46,100,97,83,97,91,92,97,21,79,100,97,82,100,19,48,78,0,0,21,18,50,65,30,64,40,72,58,"9",100,60,56,62,11,35,47,21,18,0,25,43,27,"15",78,65,41,42,50,22,67,26,45,27,56,65,13,51,23,58,23,67,26,69,66,68,24,79,71,43,26,35,12,"14",16,16,51,79,32,74,24,39,25,37,77,99,71,35,54,"4",81,16,19,43,72,10,72,61,19,21,54,0,34,55,24,71,17,38,47,48,93,96,99,86,67,28,28,8,0,"12",33,75,0,48,40,52,55,85,66,19,26,50,60,76,67,82,40,64,26,64,34,54,24,100,37,55,"20",23,24,31,50,46,49,7,33,80,78,30,35,65,84,7,21,73,35,0,15,26,23,69,"6",14,71,77,"35",36,55,21,76,37,13,75,"27","28",62,70,47,88,53,31,26,67,38,10,83,27,19,14,79,24,71,10,42,17,32,51,9,25,62,48,38,65,68,34,19,82,68,34,16,57,24,35,70,28,53,50,77,84,24,46,42,95,43,76,54,67,50,54,68,2,"4",45,56,80,74,84,73,22,42,51,38,23,36,83,58,50,0,19,15,21,58,69,33,79,100,61,33,63,33,70,50,19,34,38,0,35,27,59,92,100,24,43,"7",0,65,21,14,53,43,60,52,83,73,43,59,89,69,96,60,57,"1",57,20,100,50,65,56,69,53,37,33,35,43,"25","28","39",81,97,57,0,83,47,39,63,43,90,"12","5",14,51,72,58,74,51,75,66,70,86,56,72,37,27,15,47,56,10,0,50,47,63,89,48,48,"26","46",37,37,41,69,60,47,13,42,65,61,14,40,33
"2011-05-01",37,6,45,61,23,7,76,37,74,43,39,84,77,19,35,41,76,16,57,74,50,9,64,93,14,65,27,69,34,52,67,0,61,54,54,57,56,78,62,73,22,32,89,93,100,100,65,85,90,18,83,84,90,65,99,18,43,74,0,0,18,9,47,68,37,74,38,70,89,"10",96,74,48,76,16,40,67,7,16,20,41,45,33,"14",58,66,34,40,47,29,85,29,51,29,80,57,12,52,22,75,11,56,28,67,64,64,19,62,65,54,26,21,9,"19",11,19,60,83,34,72,29,39,33,48,85,94,90,33,52,"4",67,13,25,76,49,0,88,59,23,26,41,14,40,59,18,60,22,44,41,43,87,90,100,80,41,13,18,9,0,"10",31,80,14,41,35,49,67,69,65,13,35,51,38,82,64,87,44,75,12,56,20,51,15,70,32,58,"14",24,36,31,43,45,48,13,46,64,65,37,38,49,72,19,36,79,33,0,36,28,31,68,"3",6,79,70,"40",39,47,0,79,33,13,82,"17","20",63,61,100,78,51,21,33,70,51,12,82,26,6,12,61,41,47,4,40,21,28,57,16,23,52,29,32,65,51,43,0,74,67,28,18,70,19,18,42,28,66,56,43,76,23,32,60,100,33,66,51,63,57,39,66,11,"5",32,49,95,61,48,49,30,13,47,23,24,31,70,81,29,0,27,33,40,54,69,31,74,77,69,27,71,28,60,0,9,40,30,32,35,26,65,85,55,20,49,"2",24,59,20,8,70,49,71,31,69,70,50,57,82,67,95,65,61,"4",44,18,80,47,41,44,65,58,40,28,26,44,"16","15","35",81,93,42,0,73,32,46,68,46,83,"9","6",26,88,58,71,61,47,81,72,58,90,48,81,29,30,0,38,60,10,0,60,76,63,62,29,30,"17","22",27,30,72,76,47,59,15,66,78,81,19,32,41
"2011-06-01",38,14,44,63,13,8,78,29,68,40,44,76,73,26,30,26,78,15,58,79,73,16,67,80,10,54,50,34,45,38,67,35,69,61,52,55,57,74,57,76,15,33,90,95,81,91,64,96,100,13,76,79,68,68,93,18,58,67,0,0,14,14,51,69,34,80,38,66,80,"5",99,54,44,70,13,13,38,13,10,0,34,66,36,"12",78,57,31,39,50,29,64,28,54,31,73,61,19,38,0,79,32,54,29,60,75,69,23,71,69,53,32,17,10,"18",17,18,41,51,17,70,21,35,27,44,75,91,83,30,49,"6",46,11,31,20,43,0,80,61,23,20,32,0,46,58,13,80,18,48,33,41,89,79,85,78,49,13,18,6,0,"9",20,68,2,37,47,49,59,72,69,18,32,66,46,81,69,79,46,40,18,54,22,40,11,67,34,48,"22",24,41,26,40,36,51,24,23,76,49,19,35,52,75,26,28,78,76,0,30,24,24,75,"4",8,76,55,"38",26,40,20,64,33,11,76,"15","15",87,71,70,82,58,29,39,58,48,24,84,20,18,13,47,37,57,6,43,16,29,69,23,20,57,27,33,57,54,45,12,67,70,28,30,70,23,39,57,21,74,62,72,85,23,36,51,96,41,69,55,64,55,27,68,2,"6",35,42,78,66,70,61,30,26,48,28,23,25,49,54,31,16,18,14,0,57,64,62,81,71,61,37,54,37,72,57,18,33,30,11,28,26,59,96,56,21,38,"7",40,60,26,7,67,48,67,28,86,98,44,52,88,71,83,75,62,"3",50,23,71,21,41,52,66,81,41,70,27,25,"12","24","33",83,96,52,0,71,34,61,57,42,86,"9","13",0,68,72,31,66,38,70,63,58,71,57,70,31,30,22,43,53,0,34,46,70,67,74,27,27,"18","20",22,41,75,100,76,61,15,33,81,82,27,54,34
"2011-07-01",33,14,42,50,15,9,73,28,94,55,48,46,100,18,39,24,74,14,52,70,59,24,57,88,13,49,31,50,45,42,62,17,59,49,47,64,53,56,33,52,19,31,77,77,89,81,63,61,85,18,77,81,70,68,88,26,50,78,0,0,15,19,52,65,40,59,36,68,80,"4",65,38,42,70,10,38,42,9,13,19,19,73,44,"14",70,65,26,39,51,21,62,21,51,29,86,55,36,38,0,80,0,57,43,64,91,71,21,79,62,49,38,7,7,"17",14,13,50,64,16,67,16,38,26,38,89,96,100,38,48,"6",65,14,20,19,44,0,77,57,11,25,37,13,41,65,21,54,19,48,32,16,60,66,78,79,35,13,0,10,0,"10",69,84,5,54,42,47,52,68,61,11,25,56,89,77,50,72,59,71,6,58,25,39,11,55,20,45,"16",40,21,20,44,45,58,29,15,77,66,13,31,48,83,12,27,74,50,0,13,21,23,63,"4",8,75,50,"59",79,55,38,69,29,11,78,"16","15",85,47,58,59,43,17,30,57,38,14,86,21,15,12,58,18,51,8,38,17,32,61,19,21,50,21,26,59,54,43,22,79,67,30,17,55,17,14,49,19,56,80,39,70,22,35,49,85,32,59,40,59,52,57,56,24,"28",39,57,72,52,46,44,31,13,46,40,19,38,82,68,30,21,26,14,29,47,66,23,73,79,62,31,50,22,65,18,35,43,29,10,24,25,44,61,59,17,60,"1",47,39,6,6,65,40,54,17,69,89,52,58,78,66,96,47,44,"3",47,24,72,52,39,37,62,52,39,38,20,42,"12","9","28",85,99,28,0,70,27,59,53,47,77,"5","4",38,53,62,38,52,42,73,63,63,72,50,70,25,26,11,51,57,5,0,62,66,42,63,21,24,"13","14",16,24,58,72,59,55,17,19,78,70,10,73,36
"2011-08-01",29,11,44,46,21,8,74,19,93,51,44,43,87,18,41,25,66,21,44,67,56,10,61,88,22,47,21,26,41,59,61,48,66,45,41,59,58,63,59,64,16,23,75,64,79,91,68,85,78,20,72,74,70,57,83,17,74,67,0,0,15,16,47,48,27,57,36,73,65,"7",67,47,36,69,14,42,46,13,19,72,18,55,26,"14",70,54,39,47,42,26,74,26,43,29,84,65,40,44,20,61,0,54,31,75,84,67,18,52,61,52,36,13,8,"25",17,26,38,59,12,60,29,37,18,64,78,93,75,37,66,"10",50,16,18,28,48,0,70,50,75,36,23,25,43,54,20,77,16,52,37,27,80,66,79,78,61,12,8,10,0,"8",28,98,7,58,32,25,53,68,57,17,24,59,97,84,65,86,47,58,16,42,40,52,23,86,23,47,"15",30,40,27,37,41,63,31,7,54,63,30,28,48,79,42,20,65,53,18,13,22,22,62,"3",5,78,52,"51",77,69,0,74,32,12,86,"9","10",90,55,47,61,47,18,26,50,41,7,83,18,11,11,43,25,39,8,43,24,33,44,10,23,54,20,24,68,55,39,11,79,59,49,15,46,22,30,53,34,42,70,52,49,10,35,37,88,37,62,56,55,50,43,60,11,"10",33,45,73,59,44,44,26,36,40,31,22,32,43,67,28,5,8,17,19,46,68,57,70,61,45,30,50,26,60,26,59,42,17,10,27,24,69,85,66,21,53,"0",15,40,12,18,62,50,51,35,45,68,52,58,73,63,93,42,60,"1",50,27,54,23,33,33,76,70,36,54,20,57,"9","8","29",85,83,65,0,69,39,84,60,45,65,"14","13",24,57,62,42,59,42,66,63,63,85,49,40,29,27,10,52,54,4,24,36,68,49,64,20,18,"11","11",11,39,59,49,61,61,14,60,68,74,15,44,57
"2011-09-01",29,17,47,43,15,10,69,23,100,50,40,45,79,22,34,26,81,9,45,74,72,10,42,86,16,50,29,26,41,44,69,0,58,54,54,55,58,68,63,81,22,30,91,70,88,81,74,100,94,17,62,87,100,72,96,8,53,77,0,0,14,16,61,50,20,61,35,67,71,"4",79,80,36,82,15,24,56,16,14,0,13,46,37,"12",71,62,32,51,40,16,74,27,37,27,79,58,51,46,20,71,39,47,23,68,77,65,16,63,60,47,21,12,17,"27",13,19,50,67,15,68,27,39,23,58,67,87,59,58,71,"5",73,12,20,74,62,0,76,46,16,6,30,13,52,46,20,82,24,32,36,30,75,64,80,81,41,12,16,11,0,"7",65,87,4,50,29,63,71,70,65,17,26,75,55,100,49,86,54,55,15,47,37,91,18,85,20,53,"13",45,31,21,45,45,51,43,7,65,63,26,26,48,73,29,31,62,42,0,18,21,27,64,"5",7,71,57,"44",49,42,36,80,27,14,93,"9","12",100,57,54,82,43,18,23,56,33,8,83,17,14,12,65,21,36,8,40,28,41,41,13,23,48,22,26,71,50,50,16,75,66,29,18,46,17,25,53,25,75,60,50,61,21,35,25,95,36,61,40,59,47,21,70,5,"7",43,54,71,72,56,54,24,24,44,31,18,51,52,84,33,25,8,13,18,54,64,7,68,63,57,22,34,26,57,17,25,44,5,10,47,23,45,100,54,15,63,"3",15,49,18,11,67,51,56,25,38,100,42,51,99,67,92,61,61,"5",49,25,48,23,28,38,77,49,33,59,27,23,"10","11","26",88,83,63,0,64,38,79,63,40,55,"30","28",18,55,49,54,72,38,70,60,58,82,56,59,28,21,13,55,50,0,0,48,51,43,61,22,21,"13","14",12,27,65,49,49,62,7,42,62,68,20,59,43
"2011-10-01",25,14,50,49,16,16,69,25,87,52,35,53,83,17,40,42,64,14,46,74,53,5,58,79,23,49,36,75,38,46,72,0,59,50,85,100,77,66,48,92,13,27,85,64,87,77,61,74,85,18,64,64,79,58,95,16,59,96,0,0,12,22,61,62,27,56,40,76,66,"7",82,52,34,79,6,29,26,17,17,17,22,57,22,"12",91,59,30,40,60,11,79,23,42,29,90,56,43,40,19,65,9,52,23,88,62,71,17,39,61,43,33,20,12,"22",15,15,30,84,11,68,27,28,18,56,77,99,51,66,62,"8",48,11,20,9,47,0,83,45,0,23,39,12,45,56,23,80,21,41,38,31,96,73,82,80,51,17,12,4,0,"8",27,79,2,34,29,36,58,75,58,13,24,70,72,87,57,76,68,51,13,51,27,50,17,71,18,44,"14",30,21,19,43,58,46,41,20,70,60,12,30,44,76,6,20,70,43,0,19,16,29,53,"3",6,68,77,"30",53,30,17,74,37,13,82,"7","10",74,64,43,69,49,19,23,61,46,8,83,17,24,9,71,22,52,5,39,16,28,57,11,19,46,22,29,65,53,50,35,84,55,26,7,61,14,32,45,28,51,52,45,57,15,36,51,100,37,65,49,59,42,100,70,10,"6",33,40,71,63,50,44,25,46,35,40,18,57,70,70,31,14,0,8,18,51,67,20,70,66,47,20,40,23,48,16,0,42,21,9,33,24,50,74,68,13,94,"2",71,39,0,6,67,49,62,46,35,82,49,72,92,55,97,56,58,"2",46,18,47,38,9,36,77,55,34,47,29,42,"9","8","22",86,92,38,0,72,32,68,59,44,60,"16","11",12,46,64,61,63,35,72,56,89,76,51,62,31,29,10,38,36,9,0,52,80,46,53,22,17,"13","11",12,37,61,37,39,50,13,52,74,79,14,56,34
"2011-11-01",30,11,64,51,9,9,68,21,72,48,48,55,86,23,33,48,60,15,41,70,59,13,51,90,24,45,32,60,47,62,63,16,55,70,45,73,70,48,48,70,20,31,73,47,82,90,65,81,95,17,69,79,92,49,89,16,55,73,0,0,14,10,59,59,19,63,48,72,60,"8",61,70,19,73,12,35,62,15,12,34,22,67,18,"12",73,55,32,36,43,16,72,23,54,31,80,50,39,30,0,47,9,49,25,70,54,69,20,50,63,32,32,7,19,"31",16,16,41,73,7,66,30,42,21,46,67,87,59,56,65,"5",67,11,16,22,46,0,100,47,15,6,31,12,54,45,8,79,20,40,28,30,71,78,74,73,47,11,8,11,0,"9",18,95,8,7,45,55,48,68,58,8,19,40,50,87,50,73,42,64,9,49,20,36,15,64,18,33,"11",17,22,15,34,45,42,21,20,62,57,12,32,51,78,23,21,71,47,0,17,15,26,69,"4",6,72,68,"15",28,27,17,79,31,11,80,"7","8",70,57,40,64,45,23,19,57,33,8,83,15,16,9,54,24,48,5,33,20,25,30,24,15,55,17,26,62,51,63,0,85,56,23,19,58,14,18,39,30,65,46,48,55,10,34,27,99,22,60,55,61,51,80,54,5,"4",37,40,78,66,50,47,23,35,37,21,19,78,72,63,32,10,0,4,36,50,69,27,72,60,46,20,40,40,44,50,0,39,5,9,20,25,48,81,62,14,67,"2",50,44,0,6,70,41,76,52,37,76,38,60,85,62,95,47,70,"3",37,23,51,32,18,49,91,32,26,42,23,32,"7","9","22",83,78,50,0,66,36,58,62,45,69,"6","9",29,47,62,48,66,46,66,65,66,72,57,50,29,20,10,46,48,4,15,46,75,46,49,17,17,"11","8",10,26,57,45,41,47,13,23,78,69,24,52,43
"2011-12-01",31,16,41,50,18,14,65,18,69,68,43,34,86,18,33,30,54,10,37,69,68,20,48,73,17,56,40,40,40,43,57,23,66,57,40,70,66,42,45,70,29,24,66,36,70,75,54,73,70,14,58,61,85,46,76,8,54,68,0,0,13,12,57,60,26,52,43,72,68,"10",59,44,53,56,11,28,43,10,11,51,28,56,15,"12",68,56,32,37,46,18,52,27,43,29,64,55,11,44,0,51,37,41,28,78,60,68,17,63,70,41,22,13,10,"18",12,19,37,65,15,50,24,29,22,62,59,82,52,65,71,"7",54,11,22,26,48,4,82,41,15,17,41,23,44,36,12,84,12,41,40,23,53,69,66,67,51,6,15,8,0,"9",36,93,10,25,26,60,59,62,62,9,22,56,80,74,59,73,54,69,18,50,29,68,18,51,18,36,"11",19,36,24,31,49,34,26,7,76,38,12,27,43,68,6,24,62,29,0,24,12,19,59,"3",6,63,50,"24",37,27,51,84,32,13,72,"7","8",72,61,40,50,49,14,25,50,36,10,87,17,8,9,44,18,46,3,37,13,29,38,11,19,47,17,20,66,48,53,0,83,51,23,8,54,15,13,27,27,64,59,43,46,20,34,39,88,27,51,41,53,37,72,57,7,"5",33,42,63,56,42,46,23,91,29,29,17,53,56,62,28,9,0,8,17,41,69,14,60,56,56,19,47,26,46,16,0,44,21,28,22,19,26,73,58,13,53,"4",28,34,17,6,63,38,54,30,38,83,41,57,78,64,85,37,52,"2",35,15,46,28,26,39,85,77,27,49,23,19,"10","7","15",77,91,48,0,57,30,55,54,46,58,"1","3",17,42,68,42,56,29,58,44,60,72,61,52,26,15,10,62,58,4,15,50,52,39,42,17,15,"8","8",11,23,49,46,53,54,10,68,58,49,44,88,36
